clause_text,label
"['each party hereby grants to the other a non-exclusive, limited license to use its trademarks, service marks or trade names only as specifically described in this agreement.', ""subject to the terms and conditions of this agreement, application provider hereby grants to excite@home a royalty-free, non-exclusive, worldwide license to use, reproduce, distribute, transmit and publicly display the e-centives content in accordance with this agreement and to sub-license the application content to excite@home's wholly-owned subsidiaries or to joint ventures in which excite@home participates for the sole purpose of using, reproducing, distributing, transmitting and publicly displaying the e-centives content in accordance with this agreement, provided that no such sublicensing shall be to application provider named competitors.""]",License Grant
"[""the foregoing sentence shall not limit (1) the obligations of either party to indemnify the other party from and against third party claims under section 11.1 or 11.2, as applicable, or (2) damages available for a party's breach of the confidentiality and non-use obligations in article 9.""]",Uncapped Liability
"['agent shall supply to kallo the full business data of each customer as a qualified prospect and at the time of sale and shall, during this agreement and while it is still responsible for its<omitted>book of business, and for a period of one year after the termination of this agreement maintain records sufficient for kallo to verify amounts due under this agreement relating to the contracts, invoices, accounts, complaints, and other transactions relating to the placement and licensing of the kallo mobile care suite of products.']",Post-Termination Services
"['owner shall deliver notice of any such assignment, pledge or transfer to service provider in writing as soon as reasonably practicable thereafter.', ""service provider shall not, without the prior written consent of owner, which consent will not be unreasonably withheld or delayed, assign, pledge or transfer all or any part of, or any right or obligation under, this agreement, whether voluntarily or by operation of law, and any such assignment or transfer without such consent will be null and void; provided, however, that notwithstanding the foregoing, service provider may, without the consent of owner, assign,<omitted>pledge or transfer all or any part of service provider's payment rights under this agreement (i) to any affiliate of service provider, (ii) to any party that acquires service provider or all or substantially all of service provider's assets, or (iii) for security purposes in connection with any financing and, provided further, that service provider shall remain fully liable for the performance of all of service provider's obligations under this agreement.""]",Anti-Assignment
"[""provided however, this provision shall not apply in the event customer can establish, in writing, that it had a preexisting working relationship with such third-party prior to the agreement and without kubient's assistance. customer acknowledges that this provision is reasonable and necessary for the protection of kubient and that kubient will be irrevocably damaged if such covenant is not specifically enforced. customer further agrees that kubient will be entitled to seek injunctive relief for the purpose of restraining customer from violating this covenant (and no bond or other security shall be required in connection therewith) in addition to any other relief to which kubient may be entitled under the agreement.""]",Competitive Restriction Exception
"[""equidata reserves the right to site inspect marketing affiliate's physical location of business at any time."", ""equidata may audit, at equidata's expense, the marketing affiliate's marketing, practices and activities for the purpose of assuring compliance with this agreement.""]",Audit Rights
"['subject to the terms of this agreement, exact on behalf of itself and its affiliates, hereby grants to pfizer a non-exclusive, royalty free license, with the right to sublicense to one or more of its affiliates, under the exact house marks, the exact trademarks and the exact copyrights, during the term, to the extent necessary or appropriate to allow pfizer and its affiliates to carry out activities under this agreement including to promote and detail the product in the co-promote field in the territory.']",Affiliate License-Licensee
"['subject to paragraph (b) of this section 2.5, energous will not, and will not enable any semiconductor supplier, to manufacture, have manufactured, offer for sale, sell, import or export the products or product die in commercial volumes, except a semiconductor supplier to the key customer for use in the excluded applications.', 'if dialog decides to discontinue sales of any product, it will notify energous at least [***] prior to such discontinuance, and following such notification, the exclusivity rights, if any, associated with that product will cease; provided, however, this provision will not apply in the event that dialog continues sales of product updates, repackaged product dies or mcms.']",Exclusivity
"['should avdu decide not to proceed in the acquisition of the technology/company as described above, then avdu shall be prohibited from acquiring the technology/company either directly or indirectly, from the technology/company developer for a period of 24 months following the termination of this strategic alliance agreement.', 'avdu will not seek to acquire any technologies presented to avdu by utk directly from the technology developer for a period of 24 months following the termination of this strategic alliance agreement.']",Non-Compete
"['in the event agent changes its legal structure or undergoes a substantial change in ownership of its stock or other ownership interest, kallo shall have the option of immediate termination of this agreement.']",Change Of Control
"['distributor will not purchase products for resale to any reseller from any person or entity other than cisco, provided that distributor may accept returned product from resellers if distributor initially sold the product to be returned to such reseller. [*****]']",Exclusivity
"[""the licensed equipment: (a) is and shall remain the sole property of liquidmetal, (b) shall be made available for reasonable inspection upon at least three (3) weeks prior written request by liquidmetal, such inspection not to occur more than once per year during the term, to be conducted with minimal business disruption to eutectix and to be conducted at liquidmetal's sole cost and expense and"", ""upon reasonable prior notice to eutectix and at liquidmetal's expense, no more than once per year, during the term of this agreement and for one (1) year following the expiration or termination of this agreement, liquidmetal or its designee shall have the right from time to time to confirm and validate: (a) that eutectix has complied with the pricing provisions of this agreement; (b) eutectix's financial condition, successorship planning, and ability to continue operations; (c) that eutectix's performance is consistent with the agreement; (d) that eutectix has complied with article 10 (compliance) of this agreement. upon reasonable and prior notice to eutectix, eutectix will also provide liquidmetal or its designee from time to time with reasonable access to eutectix's facility and the facilities of its sub-suppliers and other subcontractors to permit liquidmetal to inspect the production, handling, and storage of liquidmetal products and the licensed equipment and inventories of raw materials and components. eutectix shall maintain an orderly storage bookkeeping so that the respective inventory of the licensed equipment, liquidmetal products and property of liquidmetal can be immediately recognized; and (e) such confirmation and validation to be conducted with minimal disruption to eutectix's business operations and all information disclosed during such exercise to be deemed to be confidential information.""]",Audit Rights
"[""any attempted assignment or delegation without such prior written consent, except as expressly set forth herein, will be void, or at the non-assigning party's sole discretion, may be treated as fully binding upon and in force and effect against any such successor or assign."", 'neither party may assign this agreement or otherwise transfer in any way any of the rights and obligations arising out of this agreement without the prior written consent of the other party.']",Anti-Assignment
"[""neither party shall, without the prior written consent (not to be unreasonably withheld or delayed) of the other party having been obtained, assign or transfer this agreement to any person or entity, in whole or in part (and any attempt to do so shall be void), provided that, each party may assign or transfer this agreement without such consent to any affiliate or to any successor by merger of such party, or upon a sale or other transfer of all or substantially all of such party's assets or business to which the subject matter of this agreement pertains, provided that the acquirer of the business confirms to the supplier in writing its agreement to be bound by all of the terms and conditions of this agreement and that the assignor shall remain liable for the obligations hereunder."", 'notwithstanding the foregoing, it shall not be deemed unreasonable for columbia to withhold consent, to any proposed or attempted assignment (including by merger or sale) by fleet to a party which is not an affiliate, if columbia is not reasonably satisfied that the assignee possesses the management, finances, personnel, capabilities and facilities to perform fully the obligations of fleet hereunder.']",Anti-Assignment
"[""such examination shall be made at the regular place of business of pagemaster corporation where such books and records are maintained during normal business hours and shall be conducted at go call's expense by a certified public accountant or other go call executive so designated by go call."", 'go call, upon ten (10) days written notice, shall have the right to examine the books and records of pagemaster corporation to verify the sales resulting from this promotion.']",Audit Rights
"['in no event will either party be liable to the other party under this agreement for any consequential, indirect, special, incidental, punitive or exemplary loss or damage, including, without limitation, business interruption, cost of capital, loss of anticipated revenues and profits, loss of goodwill or increased operating costs, whether arising from contract, warranty, tort, strict liability or otherwise regardless of whether the possibility of such losses or damages have been made known to the first party, and each party hereby expressly waives all such rights and remedies, except for breach of any confidentiality or restricted use provisions of this agreement and except as provided in paragraph 11.04 (exceptions to limitations of liability).']",Cap On Liability
"['licensor may terminate this agreement:\n\n (1) upon ninety (90) days prior written notice if licensee does not enter into sublicenses and other agreements relating to the licensed products with redistributors and customers that result in fees payable to licensor hereunder in an aggregate amount equal to or greater than the quota amount for any year during the term hereof. as used herein, the term ""quota amount"" means $50,000 for each of the first and second years of the original term of this agreement and an amount agreed to in writing by the parties hereto in respect of any subsequent one year renewal term (provided that such amount equals or exceeds $50,000). if licensor fails to deliver notice of termination pursuant to this subsection 14.2(b)(1) within six (6) months after the end of the term to which such termination relates, licensor will be deemed to have waived such termination right in respect of such term (but not in respect of subsequent terms);']",Minimum Commitment
"['in addition, ximage will provide the following as additional customer support services:<omitted>(c) give title to all modifications and improvements to the pss software which ximage generally makes available to its other customers (at no additional charge) under standard software maintenance agreements relating to the software.']",Ip Ownership Assignment
"['utc, on behalf of itself and the other members of the utc group, hereby grants to otis, carrier and the other members of the otis group and the carrier group a limited, non-exclusive, non-transferable, personal and nonsublicensable right to continue temporarily to use, following the effective time, any united technologies trademark it is using immediately prior to the effective time, solely to the extent of such pre- separation use and in accordance with product quality standards and programs in place at the respective member of the otis group or the carrier group immediately prior to the effective time, and strictly in accordance with this section 4.2.3; provided that otis and carrier shall, and shall cause each of its respective affiliates (including, after the effective time, the members of, respectively, the otis group and the carrier group) (a) not to hold itself out as having any affiliation with utc or any member of the utc group (except to the extent a third party may infer such affiliation merely due to the limited use of the united technologies trademarks as contemplated herein), and (b) to use diligent efforts to eliminate use of the united technologies trademarks.', 'subject to section 3.2, a licensor party, on behalf of itself and the other members of the licensor group, and solely to the extent the licensor party or another member of the licensor group has the right to do so, hereby grants and agrees to grant to the applicable licensee party and the other members of the licensee group, subject to the field restriction of section 3.1.2, a royalty-free, nonexclusive, perpetual, irrevocable, fully paid-up, worldwide right and license, with the right to sublicense as provided in section 3.1.3, to exploit intellectual property rights that are owned by the licensor party or another member of the licensor group immediately following the assignments pursuant to article ii and meet one or more of the following descriptions with respect to the relevant licensee party: (a) the intellectual property rights are rights under licensed patents or other intellectual property rights that, in each case, as of the effective time, are either (a) used in connection with, or necessary for the ongoing conduct of, the current business of the licensee party or another member of the licensee group, or (b) contemplated to be used in the business of the licensee party, or another member of the licensee group, in the licensee group field; provided, however, that the license granted in this section 3.1.1(a) does not apply to the intellectual property rights received under or otherwise governed by an excluded agreement; and/or (b) the intellectual property rights are embodied in an invention, or proposed invention, that is both (i) described in a patent or invention disclosure held by the licensor party or another member of the licensor group and (ii) conceived by at least one inventor who, at the time of conception, was employed by a member of the licensee group, a non-inclusive list of which inventions and proposed inventions are provided in schedule 3.1.1(b), provided, however, that the license granted in this section 3.1.1(b) does not apply to an invention conceived under or otherwise governed by an excluded agreement; and/or (c) the intellectual property rights are subject to an assignment to the licensor party in section 2.1.1(b) concerning performer foreground-delivered ipr conceived or created in the course of services concerning which the licensor party or another member of the licensor group was the requester and the licensee party or another member of the licensee group was the performer; and/or<omitted>(d) the intellectual property rights are performer background ipr or patent rights of the licensor party or another member of the licensor group and is necessary for the licensee party or another member of the licensee party to exploit the performer foreground-delivered ipr in the licensee group field, provided, however, that the license granted in this section 3.1.1(d) applies only to the extent necessary for the licensee party or another member of the licensee group to exploit the performer foreground-delivered ipr in the licensee group field. (collectively, ""licensed intellectual property rights"").']",License Grant
"['except for the transfer and assignment under this agreement, the depositor will not transfer or assign any depositor transferred property to another person or grant or allow a lien, other than a permitted lien, on an interest in any depositor transferred property.']",Non-Transferable License
"['each party agrees to maintain and provide the other with evidence of insurance coverage for comprehensive general liability in an amount no less than $2,000,000.00 u.s. dollars.', 'buyer shall obtain comprehensive general liability coverage, including contractual liability coverage, naming seller as an additional named insured, in amounts sufficient to fully protect seller under this agreement from loss, damage or casualty caused by buyer or incurred by seller under this agreement.']",Insurance
"['the utilization rights of customer are as follows:\n\n (a) customer is granted an unlimited number of client access licenses. each client access license entitles customer to receive one (1) enable code from changepoint which will enable customer to have one (1) user use the licensed materials.\n\n (b) customer may install licensed software on one or more computer servers as it desires.', 'customer is granted an unlimited number of client access licenses.', ""subject to the terms and conditions of this agreement, changepoint hereby grants to corio a fee-bearing, irrevocable, nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement) license in the territory to (i) reproduce the software in machine executable object code format only for installation on the corio servers; (ii) install multiple copies of the software on corio's servers which will be made remotely accessible to corio's customers for their internal business purposes, (iii) permit limited access to and use of the software by customers through corio servers solely for such customer's internal business purposes; (iv) sublicense an unlimited number of customers to access and use the software only through the installation on corio servers solely for such customer's internal business purposes; and (v) use changepoint's tools and utilities, if any, subject to any restrictions placed on the changepoint by third party software providers and payment of any applicable fees required by such third parties, to configure, integrate and manage the software."", ""changepoint grants to corio a nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement), royalty-free, fully\n\n\n\n\n\n paid-up license to install and use the software, documentation, and software tools and utilities if any, for an unlimited number of corio users, subject to any restrictions placed on the changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for corio's internal business purposes."", 'the components of the changepoint software which are licensed to customer hereunder are the following: changepoint, sql edition, version 5.2, for an unlimited number of users, including the following modules: - service delivery management - project and resource management - customer relationship management']",Unlimited/All-You-Can-Eat-License
"[""women.com hereby grants ediets a non-exclusive, non-transferable, royalty-free worldwide right and license without the right to sublicense to use the women.com marks during the term solely in connection with (i) the fulfillment of ediets' obligations under this agreement, and (ii) in advertising and marketing collateral related to this agreement."", 'ediets hereby grants to women.com, subject to the terms and conditions of this agreement, a non-exclusive, nontransferable, worldwide, royalty-free license to use, copy, reproduce and display the editorial content and other data, branding and other identification provided by ediets to women.com in connection with this agreement (the ""ediets content"") on the women.com sites: (i) for publication in the diet center and elsewhere throughout the women.com sites; (ii) for the promotion of ediets and the diet center on the women.com sites and in collateral advertising materials; and (iii) for such other purposes as are consistent with or otherwise authorized under this agreement.', ""ediets hereby grants women.com a non-exclusive, non-transferable, royalty-free worldwide right and license without the right to sublicense to use the ediets marks during the term solely in connection with (i) the fulfillment of women.com's obligations under this agreement, and (ii) in advertising and marketing collateral related to this agreement.""]",License Grant
"['in addition, erchonia may require reasonable minimum purchasing requirements for each run of private labeled products.', ""failure to meet these minimum performance goals for any period, shall, at erchonia's option (i) be considered a breach of this agreement for which erchonia shall have all the rights and remedies provided for herein upon a breach of this agreement, including termination of this agreement, or (ii) shall give erchonia to terminate or limit the exclusivity provisions of this agreement"", 'distributor agrees that during the term of this agreement it meet the minimum performance goals set forth in exhibit c to this agreement.', ""minimum performance won't be determined until fda 50k market clearance is obtained.""]",Minimum Commitment
"['such license is a non-exclusive, non-transferrable and worldwide license and shall include the right to use, reproduce, copy and publish the content solely in connection with the software.']",Non-Transferable License
"['in lieu of any other royalty, the parties shall share cash sales from the sale of such independently developed t&b products that are generated directly and independently by lea as follows: [●%] to lea [●%] to t&b', 'the parties acknowledge that the development and fulfillment of such new products may require substantial time and effort by the t&b personality to fulfill such new products such that the marketing royalty payable pursuant to v. b., above, is inadequate to compensate t&b personality; therefore, in lieu of any other royalty, the parties shall share cash sales from the sale of such new products as follows: [●%] to lea [●%] to t&b', ""for monthly cash sales above [$●]the base royalty paid to t&b by lea shall be [●%] of the lea's cash sales."", ""for monthly cash sales above [$●] and up to [$●], the base royalty paid to t&b by lea shall be [●%] of the lea's cash sales"", 'in consideration of the license granted and other good and valuable consideration provided by t&b to lea, lea shall pay to t&b a base royalty (""base royalty"") in the amount of [●%] of lea\'s monthly cash sales for cash sales of up to [$●].', ""for monthly cash sales above [$●] and up to [$●] the base royalty paid to t&b by lea shall be [●%] of the lea's cash sales"", ""for monthly cash sales above [$●] and up to [$●] , the base royalty paid to t&b by lea shall be [●%]of the lea's cash sales"", 'marketing royalty: in consideration of t&b personality providing commercially reasonable, regular and periodic marketing support to lea substantially in accordance with schedule 2 attached to this agreement and incorporated herein by reference, which lea agrees to request and accept from t&b consistently during the term, lea will pay t&m a royalty in addition to the base royalty (""marketing royalty"") which shall be comprised of and calculated at [●%] of lea\'s cash sales made from the sale of products at live events and [●%] of lea\'s cash sales made from the sale of products at on-line webinars']",Revenue/Profit Sharing
"[""during the term and for a period of twelve (12) months thereafter network affiliate will not, without ncm's prior written consent, either alone or in concert with others directly or indirectly solicit, entice, induce, or encourage:<omitted>(ii) any client of ncm to discontinue using ncm's services or products, (iii) any client of ncm to refer prospective clients to one or more competitors of ncm or to discontinue referring prospective clients to ncm, (iv) any ncm employee, client, or prospective client to breach any agreement with ncm, or (v) any existing or proposed arrangement or other community or institutional affiliation to discontinue the affiliation or relationship with ncm.""]",No-Solicit Of Customers
"['ppg shanghai will not accept any claims for discrepancy in delivery beyond the 48 hours period.', 'if products are found damaged upon delivery, distributor or its customers who directly receive the delivery shall report to ppg shanghai in writing within 48 hours.', 'in case of discrepancy found in products\n\n\n\n\n\n delivered, distributor shall report to ppg shanghai in writing, detailing all the discrepancies within 48 hours after delivery.']",Warranty Duration
"['such insurance requirements shall be maintained during the term and shall continue for a minimum of three years following termination of this agreement.', 'during the term of this agreement, and for a period of twenty four (24)months after termination (the ""withholding period""), contractor may retain monies (collections in accounts receivable) against any reasonable anticipated deductions for product recalls, unsalables, rebates, allowances or any audits or other adjustments it deems necessary.', ""after the withholding period, company will remain liable to contractor for any additional audits, deductions, rebates, credits, allowances or other adjustments taken by the customers against the company's products.""]",Post-Termination Services
"[""except as may be provided in any schedule, metavante may, at any time, withdraw any of the services upon providing ninety (90) days' prior written notice to customer, provided that metavante is withdrawing the service(s) from its entire client base."", 'customer may elect to terminate this agreement for any reason upon six months written notice to metavante, provided customer shall pay metavante the ""termination fee"" defined and computed in accordance with the table below.']",Termination For Convenience
"['during such two-year period, and upon reasonable notice to the billing party, the non-billing party shall have the right to have an audit conducted through a licensed independent accounting firm, of any billings, collections, and taxes on such itemized statement, and to examine the records and books of account of the billing party in connection therewith.', ""any audit conducted pursuant to this section 5.7 [records -] shall not be conducted in such a manner as to unreasonably interfere with the non-billing party's operations and in no event shall an audit be conducted more frequently than once each year.""]",Audit Rights
"[""each of the parties may, at its own expense, audit the other party's compliance with this agreement, including but not limited to, auditing the other party's representations and warranties.""]",Audit Rights
"['excite will in ""good faith"" ensure client that the above mentioned banners and promotional placements will be more prominently presented than any other ""competitive retailer\'s"" banners or promotional placements for the term of the agreement. for the purposes of this agreement, a ""competitive retailer"" means an on-line department store comparable to bloomingdale\'s, macy\'s, burdine\'s, shopping.com, chef\'s catalog or iqvc.']",Non-Compete
"['this agreement may be terminated by either the phl parties, on the one hand, or icc, on the other, with respect to certificates that have not been issued as of the effective date of termination in the following manner:<omitted>by any of the phl parties, on the one hand, or icc, on the other, providing one hundred and twenty (120) days prior written notice to the other parties.']",Termination For Convenience
"[""in addition, verticalnet shall not now or in the future contest the validity of neoforma's intellectual property"", ""in addition, neoforma shall not now or in the future contest the validity of verticalnet's intellectual property.""]",Covenant Not To Sue
"[""in the event that customer elects to extend the initial term of the agreement or of a facility addendum, the price for each applicable product in any extension period shall be one hundred percent (100%) of manufacturer's standard product materials cost plus one hundred and ten percent (110%) of manufacturer's standard conversion cost of such product, each for the initial fiscal year of the first extension period with respect to such product."", 'if such standard cost methodology change results in an increase of facility conversion cost for products manufactured for customer of more than two percent (2%), then manufacturer shall revert to the former methodology for purposes of the calculation of price during such fiscal year.', 'customer may not change the price of buy-sell<omitted>materials during any fiscal year.', 'subject to the remainder of this section 3.2(b), on a facility-by-facility basis, if the facility conversion costs of a facility during any fiscal year following the first full fiscal year of the term of the applicable facility addendum (such fiscal year, a ""facility conversion cost adjustment fiscal year"") are estimated to be (a) less than seventy-five percent (75%) of the facility conversion costs for the facility conversion cost baseline fiscal year (as defined below) or (b) greater than one hundred and twenty-five percent (125%) of the facility conversion costs for the facility conversion cost baseline fiscal year (clauses (a) and (b) referred to collectively as the ""facility conversion cost threshold""), when adjusted to reflect a constant volume between the facility conversion cost adjustment fiscal year and the facility conversion cost baseline fiscal year, then the price for such product will be updated beginning with such facility conversion cost adjustment fiscal year to reflect one hundred and ten percent (110%) of the increase or decrease in facility conversion costs.', 'following the initial price term, the price of such product may be adjusted only as set forth in section 3.1(b) and section 3.2.', 'in the event that price is adjusted as a result of a change to facility conversion cost under section 3.2(b)(i), the facility conversion cost threshold for all remaining fiscal years in the initial term (or extension periods as appropriate) will be reduced such that if facility conversion costs of a facility during any facility conversion cost adjustment fiscal year are estimated to be (a) less -28-\n\nsource: upjohn inc, 10-12g, 1/21/2020\n\n\n\n\n\nthan eighty percent (80%) of the facility conversion costs for the facility conversion cost baseline fiscal year or (b) greater than one hundred and twenty percent (120%) of the facility conversion costs for the facility conversion cost baseline fiscal year, then the price for such product will be updated beginning with such facility conversion cost adjustment fiscal year to reflect the full estimated amount of the increase or decrease in conversion cost']",Price Restrictions
"['customer, in its sole discretion, may terminate this agreement, without cause, by providing six (6) months prior written notice to philips']",Termination For Convenience
"['licensor hereby grants to licensee a non-exclusive right to use the trademarks, service marks, trade names, copyrights, logos and designations (collectively, the ""marks"") relating to the licensed products or the documentation during the term of this agreement in the marketing by licensee of the licensed products, provided that such marks clearly indicate licensor as the owner of the marks whenever the licensed product or documentation is first mentioned in any written material referencing the licensed product and the proper symbol is used in a superscript following the marks.', 'licensor hereby grants to licensee a non- exclusive, worldwide right to use and reproduce the master copy of each licensed product and the related documentation during the term of this agreement for testing, demonstration to redistributors. and customers, support and maintenance, if any, back-up and archive purposes.', 'licensor hereby grants to licensee an exclusive in the territory to (1) make sublicense copies and copies of the documentation to meet the demand of redistributors and customers and (2) market and sublicense sublicense copies and copies of the documentation, together with any copies of promotional and other materials which licensor may produce or obtain from time to time to assist licensee in marketing and sublicensing the licensed products during the term of this agreement by any one or more of the following means:\n\n (a) to a redistributor: to a redistributor pursuant to a redistributor agreement containing substantially the same terms and conditions as are set forth in this agreement (subject to section 2.5) and a sublicense with each customer of redistributor in accordance with subsection 2.2(b); or\n\n (b) to customers: pursuant to a sublicense signed by the customer.']",License Grant
"['in the event that qualigen elects not to prosecute or maintain in a particular applicable market country any patent rights in the jointly developed development ip (the ""abandoned joint ip""), sekisui may elect to prosecute such abandoned joint ip in such particular applicable market country, in which case the patent rights for such abandoned joint ip in such particular in applicable market country shall be owned solely by sekisui.']",Ip Ownership Assignment
"['subject to the terms and conditions of this agreement, the company hereby grants to seller a perpetual, non- exclusive, royalty-free license in, to and under the company licensed know-how for use in the arizona field throughout the world.', 'subject to the terms and conditions of this agreement, the company hereby grants to seller a perpetual, non-exclusive, royalty-free license in, to and under the company licensed patents for use in the arizona field throughout the world.', 'subject to the terms and conditions of this agreement, arizona hereby grants to the company a limited, non- exclusive, royalty-free, non-sublicensable (except as set forth in section 7.1), non-assignable (except as set forth in section 13.2) license in, to and under the diamond licensed trademarks for the diamond trademark license term for use with respect to the diamond product throughout the world only in the form and manner set forth on schedule 6.2.', 'subject to the terms and conditions of this agreement, arizona hereby grants to the company a perpetual, non-exclusive, royalty-free license in, to and under the arizona licensed patents for use in the company field throughout the world.', 'subject to the terms and conditions of this agreement, arizona hereby grants to the company a perpetual, non- exclusive, royalty-free license in, to and under the arizona licensed copyrights for use in the company field throughout the world.', 'subject to the terms and conditions of this agreement, arizona hereby grants to the company a limited, non- exclusive, royalty-free, non-sublicensable (except as set forth in section 7.1), non-assignable license in, to and under the arizona licensed trademarks for the arizona trademark license term for use in the company field throughout the world only in the form and manner that such arizona licensed trademarks are used in the business as of the closing, provided that the company shall use commercially reasonable efforts to present the arizona licensed trademarks in the form set forth on schedule 6.1.', 'subject to the terms and conditions of this agreement, arizona hereby grants to the company a perpetual, non- exclusive, royalty-free license in, to and under the arizona licensed know-how for use in the company field throughout the world.', 'subject to the terms and conditions of this agreement, the license set forth in section 6.1 shall include the right of the company to use the arizona domain names solely in connection with the applicable arizona licensed trademarks in the company field during the arizona trademark license term, in the ordinary course of business in a manner generally consistent with the past practice of arizona in the company field.', 'subject to the terms and conditions of this agreement, the company hereby grants to seller a perpetual, non- exclusive, royalty-free license in, to and under the company licensed copyrights for use in the arizona field throughout the world.']",License Grant
"['neither this agreement nor any right hereunder or interest herein may be assigned or transferred by consultant without the express written consent of company.', ""consultant shall not subcontract any portion of consultant's duties under this agreement without the prior written consent of company.""]",Anti-Assignment
"['both parties agree that party a shall license the program content required in party b business to party b, and party b shall accept the services provided by party a, to the extent, at the time or times, and in the manner as agreed to by the parties herein.']",License Grant
"['the mean response time for server response to access the service shall not exceed more than 6 seconds during any 1 hour period.', 'throughout the term, boxlot shall have an agreement in place with its internet connectivity provider which requires such provider to automatically increase bandwidth capacity if such capacity exceeds 25% utilization.', 'maintenance is defined as scheduled service outages for service maintenance or upgrades of which theglobe is notified at least 48 hours in advance, so long as such outages are scheduled for low-usage time periods and do not exceed a total of 20 hours in any 30 day period.']",Volume Restriction
"['the foregoing restrictions shall not apply (i) in the event network affiliate or its affiliate acquires a competing business as an incidental part of an acquisition of any other business that is not prohibited by the foregoing, if network affiliate disposes of the portion of such business that is a competing business as soon as commercially reasonable, (ii) to any direct or indirect ownership or other equity investments by network affiliate or its affiliates in such other competing business that represents in the aggregate less than 10% of the voting power of all outstanding equity of such business, or (iii) in the event network affiliate enters into any agreement for the acquisition or installation of equipment or the provision of services on customary terms that does not violate the exclusivity of ncm hereunder with any entity that has other businesses and provides other services that may compete with ncm.', ""nothing in this agreement shall limit or affect (i) ncm's ability to contract or enter into any relationship with any person or entity for any product, service, or otherwise, whether or not similar to any products or services provided by ncm under this agreement, or (ii) network affiliate's ability to contract or enter into any relationship with any person or entity for any product, service, or otherwise, other than the services that will be provided exclusively by ncm as set forth in this section 6.1 and meetings promoted and scheduled by network affiliate theatre personnel as previously referenced in this section 6.1.""]",Competitive Restriction Exception
"['with respect to any [***],<omitted>(ii) the per unit pricing charged by bli to ginkgo at any time shall be no greater than the lowest of the (a) lowest price per unit charged by bli or its affiliates to any similarly situated third party customer (i.e. taking into account [***]) for such unit at any time in the [***] ([***]) months prior to the delivery of the applicable purchase order by ginkgo or (b) the then- current list price; provided, however, that in no event shall bli be required to charge a price less than the cost of goods sold for such unit, as determined in accordance with united states generally accepted accounting principles, consistently applied.']",Most Favored Nation
