clause_text,label
"['such insurance requirements shall be maintained during the term and shall continue for a minimum of three years following termination of this agreement.', 'company shall maintain products liability insurance and in an amount satisfactory to contractor, under which contractor is named as an additional insured.', 'all insurance coverages are to be placed with insurers which have a best\'s rating of no less than ""a.""']",Insurance
"['publishers grant to healthgate a perpetual, royalty-free licence to use the specification.', 'the publishers grant to healthgate a royalty-free licence for the purpose of testing, demonstrating, and evaluating the site.', ""healthgate hereby grants to the publishers a non-exclusive non-transferable licence to use the proprietary software for the purposes of this agreement\n\n save in relation to the publishers' logos, trademarks, and content, healthgate may use and/or licence the proprietary software for itself or for others without any compensation or liability to the publishers."", ""on termination of the provision of the services by healthgate to the publishers for whatever reason, healthgate shall at the publishers' option:\n\n (i) grant to the publishers a non-exclusive non-transferable licence to use the proprietary software for the purposes of using, developing, enhancing and maintaining the site and carrying out any or all of the activities previously carried out by healthgate or on its behalf under this agreement\n\n (ii) exercise best endeavours to grant to the publishers a non-exclusive non-transferable licence to use the third party software for the site when and to the extent requested by the publishers."", 'grant to the publishers a non-exclusive non-transferable licence to use the proprietary software for the purposes of using, developing, enhancing and maintaining the site and carrying out any or all of the activities previously carried out by healthgate or on its behalf under this agreement']",License Grant
"[""in such case, sonos' sole liability shall be limited to payment of the amount due under this agreement, all the component(s) procured by iac, and any finished and work-in-process products provided such components and products liabilities were incurred in compliance with this agreement."", ""except in the event of a violation of section 3 (ownership; grant of rights: trademarks usage), or for each party's obligations under section 11 (indemnity), or breach of section 12 (confidentiality), in no event shall either party's total liability arising out of or related to this agreement exceed the amounts paid by sonos for the products in the [*] period immediately preceding the event giving rise to the liability. this section does not limit either party's liability for personal injury, death, or damage to tangible property."", ""except in the event of a violation of section 3 (ownership; grant of rights: trademarks usage), or for each party's obligations under section 11 (indemnity), or breach of section 12 (confidentiality), under no circumstances will either party be liable to the other under any contract, strict liability, negligence or other legal or equitable theory, for any incidental or consequential damages or lost profits in connection with the subject matter of this agreement."", 'in any event, the maximum sonos liability for such cancellation or reduction will be limited to [*], provided that [*].']",Cap On Liability
"['neither party shall be liable to the other for special, incidental, or consequential damages, even if such party has been advised of the possibility of such damages.']",Cap On Liability
"['each party grants, and shall cause its affiliates to grant, to the other party and its affiliates, a royalty-free, non-exclusive, non- transferable, worldwide license, during the term, to use the intellectual property owned by such party or its affiliates (but excluding any trademarks) only to the extent necessary for the other party and its affiliates to provide or receive the services, as applicable.']",License Grant
"['the fees and expenses of the auditor performing such verification examination shall be borne by the party conducting the verification; provided, however, that if any verification reveals that the audited party has reported incorrectly, and the amount of such discrepancy is at least five percent of the aggregate amount that should have been reported for the period examined, then the audited party shall pay the entire amount of the fees and expenses for such verification.', 'upon 30 days prior written notice, such records shall be made available by the audited party for audit by an independent certified public accounting firm designated by the other party and reasonably acceptable to the party whose records are to be examined.', 'the auditor will only examine such books and records during business hours but not more than once each fiscal year while this agreement remains in effect and for three years thereafter in order to verify expenses, net sales, depomed net sales, pdes or details completed, or payments due under this agreement.', 'any such audit may be conducted no more than once each fiscal year. the fees and expenses of the auditing party shall be borne by such party.', ""each party shall have the right, upon five business days' prior written notice, to audit all applicable records of the other party (other than records described in section 7.2(a)) for the purpose of determining the audited party's compliance with the obligations set forth in this agreement, including with respect to training programs and certifications and records reports for the samples."", 'this right to audit shall extend throughout the term of this agreement and for one year after expiration or termination of this agreement.', 'the audit will be conducted during normal business hours, at convenient times.']",Audit Rights
"['in the event that vendor is forced to allocate the distribution of the products due to limited supply, distributor shall be treated no less favorably than any other distributor and shall receive its pro rata allocation of the products.']",Most Favored Nation
"['customer may elect to terminate this agreement for any reason upon six months written notice to metavante, provided customer shall pay metavante the ""termination fee"" defined and computed in accordance with the table below.', 'the ""estimated remaining value"" means the mathematical product of (a) the average monthly fee paid by customer with respect to the initial services during the twelve (12) months immediately preceding the effective date of termination, multiplied by (b) the number of unexpired whole months remaining between the effective date of termination and the expiration of the initial term.', 'if the commencement date does not occur on or before such date (the ""scheduled conversion date"") solely as a result of metavante\'s failure to perform any of its obligations under this agreement or the conversion plan (including the satisfactory completion of the identified enhancements) and not as a result of any failure by customer or any third party, customer shall recover liquidated damages equal to the following:\n\n 1. metavante shall pay customer $10,000.00 for each month or portion thereof that metavante fails to have the commencement date occur on the scheduled conversion date provided that such amount shall be prorated for any partial month. metavante will establish a new scheduled conversion date if the above date is missed, subject to customer\'s approval, which shall not be unreasonably withheld.', 'the parties acknowledge that the foregoing payments constitute reasonable and commercial liquidated damages.', 'customer acknowledges that the termination fee is a reasonable approximation of such damages and shall be deemed to be liquidated damages and not a penalty.', 'the termination fee shall be an amount equal to a percentage of the estimated remaining value as set forth below.', 'for example, if the customer chose to terminate for convenience on an agreement with a commencement date of january 01, 2007 and provided written notice on july 15, 2009 for a termination date of january 15, 2010, the estimated remaining value would be the average monthly fee during 2009 multiplied by 47 and the termination fee would be the estimated remaining value.', 'if customer breaches the foregoing covenant, the same shall constitute a partial termination of this agreement, and customer shall pay metavante the termination fee for the affected service, as liquidated damages and not as a penalty.']",Liquidated Damages
"['bioamber hereby grants cargill, and cargill hereby accepts, an exclusive, worldwide, royalty-free license with an unlimited right to sublicense under and to bioamber improvements for use outside the field during the term of this development agreement.', 'in the event cargill (i) is unable to achieve a given milestone described in section 2.3 by the target date, or (ii) terminates this agreement pursuant to section 10.2, bioamber shall have the option to obtain a license during the term of this development agreement to the patent applications and patents listed in exhibit b (including any continuations, continued prosecutions, continuations- in-part, reissues, reexaminations, divisions or substitutions thereof) (collectively ""licensed patents""), the tool kit listed in exhibit c (""licensed tool kit""), and cargill improvements if any (as defined in section 5.2 below), for research use only and for additional monetary consideration (""research license"").', 'cargill shall also grant a commercial license to bioamber for cargill improvements and joint improvements under the terms and conditions of exhibit d.', 'cargill hereby grants bioamber, and bioamber hereby accepts, an exclusive, royalty-free license to cargill improvements and joint improvements for use in the field during the term of this development agreement with a reservation of right for cargill to practice such cargill improvements and joint improvements for use in the field of succinic acid and salts thereof during the term of this development agreement.']",License Grant
"[""to the greatest extent permitted under applicable law, in no event will a party's aggregate liability (above amounts actually paid or reimbursed by such party's insurer (to the extent not self-insured)) for a claim arising out of or related to this agreement under any legal or equitable theory, including breach of contract, tort (including negligence), strict liability, and otherwise exceed [***], except that (a) such limitation shall not apply to (i) a party's breach of article 10 (confidentiality), [***], (v) a party's fraud, gross negligence or willful misconduct or (vi) a party's indemnification obligations under article 12 (indemnification; insurance) and (b) such limitation on liability shall not include any amounts accrued and actually owed pursuant to the terms of this agreement."", ""except to the extent arising (a) from a party's breach of article 10 (confidentiality), (b) [***] (e) from a party's fraud, gross negligence or willful misconduct or (f) in connection with a party's indemnification obligations under article 12 (indemnification; insurance), in no event will either party be liable to the other party for any lost profits, indirect, special, incidental, exemplary or consequential damages of any kind arising out of or in connection with this agreement, however caused and on<omitted>any theory of liability (whether in contract, tort (including negligence), strict liability or otherwise). the limitations set forth in this section will apply even if a party has been advised of the possibility of such damages, and notwithstanding any failure of essential purpose of any limited remedy.""]",Uncapped Liability
"['company will at its expense, prior to the launch date obtain, and thereafter throughout the term and for a period of six (6) months thereafter maintain, such policy or policies of insurance as is commercially reasonable for the transactions and business contemplated by this agreement.', ""company will not modify or terminate any coverage without giving at least thirty (30) days' prior written notice to acsi."", 'without limiting the generality of the foregoing, company will ensure that such policies contain a waiver of subrogation against acsi, name acsi and its assignees as additional insureds.', 'upon request from acsi, company will furnish to acsi certificates of insurance and such other documentation relating to such policies as acsi may reasonably request.']",Insurance
"['in the event papa john\'s wishes to sub-contract any or all of the operation of the products or its related business hereunder (e.g., design of the products, advertising of the products, creation of products, etc.) to any third party (e.g., ad agencies, photographers, videographers, producers, crew, etc.) (each, a ""sub-contractor""), the same may only be done if and after abg has given its approval therefor.']",Anti-Assignment
"['neither party shall have any liability for any indirect, special, punitive or consequential damages including, without the limitation, loss of profit or business opportunities, whether or not the party was advised of the possibilty of such.']",Cap On Liability
"[""distributor will not register, attempt to register or assist anyone else to register, directly or indirectly, the trademarks or any copyright or other proprietary rights associated with the product in the territory or elsewhere other than in the name of wgt, without wgt's prior written consent.""]",Covenant Not To Sue
"['either parties voting stock is transferred to any third party to such extent as to result in a change in effective control of the company or its ownership or active management is changed in any other manner.', 'if control of either party shall pass from the present shareholders or owners or controllers to other persons whom the other party shall in their absolute discretion regard as unsuitable.']",Change Of Control
"[""except as otherwise provided herein, and subject to the restrictions, nantz communications agrees that such products may prominently bear the company's logo and shall not bear any other logos."", ""during the term, neither nantz communications nor nantz shall enter into\n\n\n\n\n\nany activity, employment, independent contract, or other business arrangement which conflicts with nantz communications' or nantz's obligations under this agreement or perform any service which reasonably appears to be an endorsement of the sportswear apparel, hats and shoes of a third party without the company's prior written approval."", 'nantz communications and nantz expressly agree that the endorsement will not be granted to anyone other than the company for use during the term in connection with the advertisement and promotion of sportswear apparel, hats and shoes.']",Exclusivity
"['in consideration of the agreement of the contractor to provide its services as set forth in this agreement, the company will pay the contractor the following amounts: (i) a monthly service fee of $7.50 per note based on the maximum number of notes outstanding during the month, subject to a monthly minimum of $2,500;']",Minimum Commitment
"['the company reserves the right in its sole and absolute discretion to give written notice to<omitted>terminate your employment forthwith and to make a payment to you in lieu of salary and the benefits set out in paragraph 5 of this agreement for all or any unexpired part of the notice period.', ""without prejudice to the company's right to summarily terminate your employment in accordance with paragraph 11.3 below and your right to summarily terminate your employment for good reason in accordance with paragraph 11.4 below, either you or the company may terminate your employment by giving to the other not less than six months' notice in writing.""]",Termination For Convenience
"['each party grants, and shall cause its affiliates to grant, to the other party and its affiliates, a royalty-free, non-exclusive, non- transferable, worldwide license, during the term, to use the intellectual property owned by such party or its affiliates (but excluding any trademarks) only to the extent necessary for the other party and its affiliates to provide or receive the services, as applicable.']",Affiliate License-Licensee
"['the holding company may engage agent to offer the shares to certain members of the general public in the underwritten offering with agent acting as sole book-running manager. in the event that agent sells shares in the underwritten offering, the underwriting discount will equal 5.25% of the aggregate purchase price of the shares sold in the underwritten offering to agent and to any other broker-dealer participating as an underwriter in the underwritten offering.', ""a success fee of 0.85% shall be paid based on the aggregate purchase price of the shares sold in the subscription offering and the community offering excluding shares purchased by the blue hills parties' officers, directors, trustees or employees (or members of their immediate family) plus any esop, tax-qualified or stock based compensation plans or similar plan created by the blue hills parties for some or all of their directors or employees or by the foundation (or any shares contributed to the foundation).""]",Revenue/Profit Sharing
"['if intuit fails to deliver such impressions during the twelve (12) month period following the launch date, intuit agrees to run such promotions in equivalent areas and placement, as mutually agreed upon by the parties, until such impressions have been delivered.', 'intuit will place a sponsor client graphic consisting of ---------------- a minimum of 234x60 pixels, with a mutually agreed upon text in two (2) mutually agreed upon, small business email newsletters sent by intuit, to all its registered small business users who have elected to receive such newsletter (""small business newsletters"").']",Minimum Commitment
"['notwithstanding anything to the contrary in this agreement, medica shall neither enter into an agreement to nor shall consummate (a) any change of control or (b) any sale of all or substantially all of its assets relating to the manufacture of the cartridges unless (a) it provides vapotherm written notice of any such proposed transaction, which notice shall include the specific terms and conditions of the proposed transaction, including the identify of the proposed acquirer, (b) medica offers to enter into such transaction with vapotherm on substantially the same terms and conditions, and (c) with [* * *] days of such notice, vapotherm declines to accept such offer.']",Change Of Control
"['notwithstanding anything to the contrary in this agreement, in no event shall either party be liable to the other party or its affiliates, any successors in interest or any beneficiary or assignee of this agreement for any consequential, multiple, incidental, indirect, special, exemplary or punitive damages, or loss of profits or revenues arising out of or relating to this agreement or any breach hereof; provided, however, the foregoing shall not be construed as limiting an obligation of a party hereunder to indemnify, defend and hold harmless the other party against claims asserted by unaffiliated third parties, including, but not limited to, third party claims for special, indirect, consequential, punitive or exemplary damages.']",Cap On Liability
"['content provider further grants to company (i) the right to sublicense the content to company\'s wholly-owned subsidiaries or to joint ventures in which company participates for the sole purpose of using, reproducing, distributing, transmitting and publicly displaying the content in accordance with this agreement; and, (ii) the right, in company\'s discretion, to use and exploit the content at one or more other web sites in addition to or in lieu of the web sites referred to in the recital above (the web sites referred to above and any other web sites in addition to or in lieu thereof where company, its subsidiaries or joint ventures in which it might participate might use or exploit the content are hereinafter collectively referred to as the ""web site"").']",Affiliate License-Licensee
"['verticalnet shall give reasonable advance notice to impresse of such audit and each audit shall be conducted in a manner that does not cause unreasonable disruption to the conduct of business by impresse.', ""during the term of this agreement and for one year thereafter, verticalnet shall have the right to appoint a certified public accountant to audit impresse's financial records relating to such payment to verify the accuracy of impresse's financial records in order to verify the amount of the payments owed and/or paid hereunder, but no more frequently than once per year.""]",Audit Rights
"[""the developer recognizes the client's right, title, and interest in and to all service marks, trademarks, trade names , copyrights and patents used by the client and agrees not to engage in any activities or commit any acts, directly or indirectly, that may contest, dispute, or otherwise impair the client's right, title, and interest therein, nor shall the developer cause diminishment of value of said trademarks or trade names through any act or representation""]",Covenant Not To Sue
"[""subject to the provisions of this agreement including the provisions of article 8, changepoint hereby grants to customer and customer hereby accepts from changepoint the perpetual, personal, non-transferable and non-exclusive software licenses to use the licensed software for customer's internal business purposes."", ""upon the release of the source code to corio pursuant to section 12.2 of this agreement, corio shall have a royalty-free, nonexclusive, nontransferable, right and license at its head office to use and modify the source code to support and maintain the software until the expiration or termination of corio's customers' license agreements for the corio services."", ""subject to the terms and conditions of this agreement, changepoint hereby grants to corio a fee-bearing, irrevocable, nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement) license in the territory to (i) reproduce the software in machine executable object code format only for installation on the corio servers; (ii) install multiple copies of the software on corio's servers which will be made remotely accessible to corio's customers for their internal business purposes, (iii) permit limited access to and use of the software by customers through corio servers solely for such customer's internal business purposes; (iv) sublicense an unlimited number of customers to access and use the software only through the installation on corio servers solely for such customer's internal business purposes; and (v) use changepoint's tools and utilities, if any, subject to any restrictions placed on the changepoint by third party software providers and payment of any applicable fees required by such third parties, to configure, integrate and manage the software."", 'subject to the terms and conditions of this agreement, changepoint hereby grants to corio a nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement) royalty-free, fully paid up right and license in the territory, on corio servers, to make a reasonable number of copies of the demonstration software solely for demonstration purposes to potential customers.', ""changepoint grants to corio a nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement), royalty-free, fully\n\n\n\n\n\n paid-up license to install and use the software, documentation, and software tools and utilities if any, for an unlimited number of corio users, subject to any restrictions placed on the changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for corio's internal business purposes."", 'subject to the terms and conditions of this agreement, changepoint grants to corio a nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement), royalty-free, fully paid up license in the territory to reproduce, install and use additional copies of the software, documentation, and software tools and utilities if any, subject to any restrictions placed on the changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for production, testing, development, upgrade, reporting and training for the purpose of allowing the software to be made available to customers as part of the corio services.']",Non-Transferable License
"[""neither party may assign this agreement without the other's prior written approval, except by operation of law or in connection with the sale of substantially all of the assets of such party's business or the acquisition of such party by a third party."", 'co-host shall not have the right to assign or otherwise transfer this agreement or any rights herein granted to any other person or entity, except by operation of law or in connection with the sale of all of its assets, or the acquisition of the co-host by a third party. any such attempted assignment shall be void and the agreement shall remain in effect.']",Anti-Assignment
"['during the term hereof and for a period of five (5) years thereafter, each party agrees not to, either directly or indirectly, for itself or on behalf of any other person, firm, partnership, corporation or other entity hire, solicit, contract for, attempt to solicit, or cause to be solicited, the employment or services of any current or previous employee of the other party (unless a period of sixty months has elapsed from the last date that such employee was employed by such party) without the prior written consent of such other party.']",Competitive Restriction Exception
"['in the event that any such inspections show an underreporting and underpayment in excess of five percent (5%) for any twelve (12) month period, then company shall pay the cost of such examination.', ""pey dirt, or its representatives, shall, upon two weeks' written notice, have the right at all reasonable times (prior to the expiration of two (2) years after the termination of the contract period) to inspect and make copies of the books and records of company insofar as they shall relate to the computation of royalties to be paid to pey dirt hereunder and the shipment of endorsed products pursuant to this agreement.""]",Audit Rights
['university hereby grants to artara an exclusive license to use the program data solely for the project and in regulatory filings in the field in the territory.'],License Grant
"[""otherwise, shipper shall not assign this agreement or any of its rights hereunder, except in accord with article iii, section 11 of the general terms and conditions of transporter's ferc gas tariff.""]",Anti-Assignment
"[""except as may be provided in any schedule, metavante may, at any time, withdraw any of the services upon providing ninety (90) days' prior written notice to customer, provided that metavante is withdrawing the service(s) from its entire client base."", 'customer may elect to terminate this agreement for any reason upon six months written notice to metavante, provided customer shall pay metavante the ""termination fee"" defined and computed in accordance with the table below.']",Termination For Convenience
"['unless this agreement is terminated by zogenix under section 12.2(c), distributor shall use commercially reasonable efforts to cooperate with zogenix and/or its designee to effect a smooth and orderly transition in the registration and commercialization of the product in the field in the territory during the applicable notice period under section 12.2 and following the effective date of termination.', 'unless this agreement is terminated by zogenix under section 12.2(c), at the written request of zogenix, distributor shall assign to zogenix any product-specific third party agreements, to the furthest extent possible, provided that such assignment is permitted under the product-specific agreement or is otherwise agreed by the applicable third party.', 'unless this agreement is terminated by zogenix under sections 12.2(f), (g)(i), (h)(ii), (j)(ii), or (j)(iii), or by distributor under sections 12.2(d), (g), or (l), or terminated automatically under section 12.2(k), distributor shall continue, to the extent that distributor continues to have product inventory, to fulfill orders received from customers for product in the territory until up to [***] after the date on which zogenix notifies distributor in writing that zogenix has secured an alternative distributor for the product in the territory, but in no event for more for than [***] after the effective date of termination.', ""unless this agreement is terminated by zogenix under section 12.2(c), at zogenix's option, which shall be exercised by written notice to distributor, to the extent permitted under applicable laws, distributor shall assign or cause to be assigned to zogenix or its designee (or to the extent not so assignable, distributor shall take all reasonable actions to make available to zogenix or its designee the benefits of), at zogenix's cost, all regulatory filings and regulatory approvals for the product in the field in the territory."", 'in the event that zogenix terminates this agreement pursuant to section 12.2(c) or distributor terminates this agreement pursuant to section 12.2(d), or after the expiration of this agreement in accordance with section 12.1, zogenix shall negotiate in good faith with distributor a license agreement for distributor to make, use and sell the product in the field in the territory under the zogenix technology, zogenix trademarks and the product trademarks.', ""within [***] after receipt of such cessation request, distributor shall provide zogenix an estimate of the quantity and shelf life of all product remaining in distributor's or its affiliates' or sub-distributors' inventory, and zogenix shall have the right to purchase any such quantities of product from distributor at a price mutually agreed by the parties.""]",Post-Termination Services
"['the party which is not interested in the application shall undertake to transfer its own share of ownership to the other party, free of charge once it has obtained the patent title.', 'kiromic assigns to molipharma all the rights of publication of the research, unless they are considered confidential for patenting.']",Ip Ownership Assignment
"['except as set forth in section 6 and 7.1, ------------------------ under no circumstances will either party be liable to the other under any contract, strict liability, negligence or other legal or equitable theory, for any incidental or consequential damages or lost profits in connection with the subject matter of this agreement.']",Cap On Liability
['if the bsp terminates under clause 14.3 (termination by bsp for convenience) the bsp will pay datec the termination fee calculated in accordance with attachment c (pricing).'],Liquidated Damages
"['subject to the terms and conditions of this agreement, ebix hereby grants to about a limited, non-transferable, fully-paid, worldwide, non-exclusive right and license to use, reproduce, adapt (but only to pursuant to its rights under this agreement), incorporate, integrate and distribute the ebix marks and ebix content, during the term, solely as necessary to perform its obligations under this agreement.']",Non-Transferable License
"[""except with regard to a breach of confidentiality, a party's indemnification obligations hereunder, or infringement of intellectual property rights, either party's total liability to the other party under this agreement shall be limited to the amounts paid or payable by the reseller to todos during the twelve-month period preceding the interposition of the claim.""]",Uncapped Liability
"['in the case of a written notice 15 days in advance from either party to the other party and a payment of the liquidated damages of rmb10,000 (rmb ten thousand), this agreement shall terminate as of the date of termination stated in the notice of termination.', 'party a is entitled to unilaterally terminate this agreement within three natural months from the signing date of this agreement.']",Termination For Convenience
"[""during the term of this agreement and after its expiration or termination, you shall not directly or indirectly contest the validity of, or our ownership of the proprietary marks, nor take any other action which may tend to jeopardize our or our affiliate's interest therein, or our right to use and to license others to use the proprietary marks.""]",Covenant Not To Sue
['either party may terminate this agreement for non-cause with a sixty (60) written notice.'],Termination For Convenience
"['the warranty period for workmanship and all services provided<omitted>hereunder, including the build services contemplated in the build addendum, shall commence upon location acceptance of the applicable cell site and continue for a period equal to [***] from location acceptance of the applicable cell site (the ""workmanship warranty period"").', 'the warranty period for all material (excluding at&t provided equipment) shall commence upon delivery of such material to vendor from the oem and shall continue for a period equal to the longer of (i) [***] or (ii) the applicable warranty period actually received by vendor from the oem for such material vendor acquired directly from the oem, including the vendor provided equipment as defined in the build addendum (the ""material warranty period"").']",Warranty Duration
"['channel partner accepts ipass as the exclusive provider to channel partner for all services of the nature of the services. in no event may channel partner resell or otherwise provide the service to any third party for purposes of further ""down channel"" resale of the services, absent ipass\' notice and consent.']",Exclusivity
"['the liability cap set forth under section 6.5 is hereby amended to adapt to the provisions of this amendment #3 and is therefore set at ""[***]"" instead of ""[***]"".', 'all claims by sanofi pasteur for breach or default under this agreement shall be brought within [***] year after the cause of action comes into existence or otherwise shall be waived.', 'limitation of liability: in no event shall either party be liable to the other party for incidental, indirect, special and consequential or punitive damages, including without limitation any claims for damages based upon lost profits or lost business opportunity.']",Cap On Liability
"[""except in the event of a violation of section 3 (ownership; grant of rights: trademarks usage), or for each party's obligations under section 11 (indemnity), or breach of section 12 (confidentiality), in no event shall either party's total liability arising out of or related to this agreement exceed the amounts paid by sonos for the products in the [*] period immediately preceding the event giving rise to the liability. this section does not limit either party's liability for personal injury, death, or damage to tangible property."", ""except in the event of a violation of section 3 (ownership; grant of rights: trademarks usage), or for each party's obligations under section 11 (indemnity), or breach of section 12 (confidentiality), under no circumstances will either party be liable to the other under any contract, strict liability, negligence or other legal or equitable theory, for any incidental or consequential damages or lost profits in connection with the subject matter of this agreement.""]",Uncapped Liability
"['notwithstanding anything to the contrary, in no event shall the [ * ] paid or payable to distributor by google pursuant to clause 4.1 (payments) exceed the [ * ].', ""the foregoing clauses 10.1 to 10.5 states the parties' entire liability and exclusive remedy with respect to infringement of a third party's intellectual property rights."", 'subject to clauses 9.1 and 9.2, neither party shall be liable under this agreement (whether in contract, tort or otherwise) for any:\n\n (a) loss of anticipated savings;\n\n (b) loss of business opportunity (which for the avoidance of doubt shall not include loss of advertising revenue);\n\n (c) loss of or corruption of data;\n\n (d) loss or damage resulting from third party claims; or\n\n (e) indirect or consequential losses;\n suffered or incurred by the other party (whether or not such losses were within the contemplation of the parties at the date of this agreement).', ""subject to clauses 9.1 and 9.2, each party's total liability under or in connection with this agreement (whether in contract, tort or otherwise) arising in any contract year is limited to the greater of:\n\n (a) [ * ] euros ([ * ] euros); and\n\n (b) [ * ]% of the total payment due to the distributor in the relevant contract year pursuant to clause 4 (payment terms).""]",Cap On Liability
"['ekr may appoint sub-distributors under this agreement provided that ekr:\n\n (a) informs ppi of the identity of any third party sub-distributor (other than affiliate companies) prior to the execution of any sub-distribution agreement;<omitted>(b) obtain a confidential nondisclosure agreement with the prospective sub-distributor in a form acceptable to ppi, which acceptance shall not be unreasonably withheld or delayed and containing terms at least as stringent as those terms included in article 11 of this agreement;\n\n (c) deliver to the prospective sub-distributor a redacted copy of this agreement (""redacted agreement"") . any sub- distribution agreement shall provide that such agreement is subject and subordinate to the rights of ppi under this agreement; and\n\n (d) provides ppi with a copy of written sub-distribution agreement as soon as reasonably practicable after the execution thereof by ekr.']",Non-Transferable License
"['such examinations may not (a) be conducted more than once in any [***] month period (unless a previous audit during such [***] month period revealed an overpayment (or an underpayment of a milestone payment, fou license fees, or royalty for licensed products) of at least [***] percent ([***]%) of the amount actually due with respect to such period) or (b) [***].', 'each party shall have the right, during normal business hours and upon reasonable notice, to inspect all such records of the other party, its affiliates or permitted subcontractors.', 'at the request of the other party, each party will, and will cause its affiliates to, permit an independent public accounting firm of nationally recognized standing designated by the other party and reasonably acceptable to the audited party, at reasonable times during normal business hours and upon reasonable notice, to audit the books and records maintained pursuant to section 7.7 (financial and other records) solely to confirm the accuracy of all financial reports, invoices and payments made hereunder or budget spending under an approved workflow development plan.', 'the accounting firm will execute a reasonable written confidentiality agreement with the audited party and will disclose to the auditing party only such information as is reasonably necessary to provide the auditing party with information regarding any actual or potential discrepancies between the amounts actually paid and the amounts payable under this agreement.']",Audit Rights
"['vip shall have no liability with respect to its obligations under this agreement or otherwise for consequential, exemplary, special, indirect, incidental or punitive damages even if it has been advised of the possibility of such damages in any event, other than claims covered by paragraph 8(b) or paragraph 6(a) of this agreement (which claims are excluded from this paragraph 9(f) limitation), the liability of vip to bnl for any reason and upon any cause of action or claim in contract, tort or otherwise shall be limited to the amount paid by bnl to vip in the twelve (12) month period prior to the accrual of the action or claim for the specific service which is the subject of the action or claim (or, if such accrual occurs during the first twelve (12) months of the initial term, then the liability shall be limited to the minimum fees payable by bnl to vip during the first twelve (12) months of the initial term).', 'any claim of action of any kind which one party to this agreement may have against the other party relating to or arising out of this agreement must be commenced within two (2) years from the date such claim or cause of action shall have first accrued.', ""bnl shall have no liability with respect to its obligations under this agreement or otherwise for consequential, exemplary, special, indirect, incidental or punitive damages even if it has been advised of the possibility<omitted>of such damages. in any event, other than claims covered by the next sentence, the liability of bnl to vip for any reason and upon any cause of action and claim in contract, tort or otherwise shall be limited to the amounts paid by bnl to vip in the twelve (12) month period prior to the accrual of the action or claim for the specific service which is the subject of the action or claim (or, if such accrual occurs during the first twelve (12) months of the initial term, then the liability shall be limited to the minimum fees payable by bnl to vip during the first twelve (12) months of the initial term) claims by vip for the minimum fees and other fees and expenses owing by bnl under paragraphs 5, 15(a) and 15(c), or for a breach by bnl of vip's proprietary rights as set forth in paragraph 13 are excluded from this paragraph ii limitation except for the claims excluded by the preceding sentence, this limitation applies to all causes of action or claims in the aggregate including without limitation breach of contract, breach of warranty, negligence, strict liability, misrepresentation and other torts.""]",Cap On Liability
"['the professional hereby grants to the company the exclusive and worldwide right to use her name, likeness, image and personal identification, singly or in any combination, during the term and for a period of six (6) months after the term as provided in section 2.8, in the creation of two (2) print advertisements per year and one (1) television advertisement per year (together, the ""advertisements"") for any golf equipment, along with all rights in any images, videos, advertisement copy or other materials created by the professional or others.', 'the professional acknowledges that she will have a right, pursuant to and under the\n\n -6- 7\n\n execution copy\n\nconditions described in section 4.2 above, to receive a specified royalty for inventory on hand at the expiration of the initial term, and accordingly hereby grants to the company the right to fill any orders for, assemble components of, market, advertise, promote and sell any inventory of products in its inventory existing at the expiration or termination of this agreement, for a period not to exceed two (2) years after such expiration or termination of the original term.', 'the professional acknowledges that she will have a right, pursuant to and under the<omitted>conditions described in section 4.2 above, to receive a specified royalty for inventory on hand at the expiration of the initial term, and accordingly hereby grants to the company the right to fill any orders for, assemble components of, market, advertise, promote and sell any inventory of products in its inventory existing at the expiration or termination of this agreement, for a period not to exceed two (2) years after such expiration or termination of the original term.', 'however, the company will have the right to dispose of its inventory of products existing at the time of termination or expiration of this agreement and the right to use the name, likeness, image and personal identification of the professional in connection with the disposition of such inventory.', 'the professional hereby grants an exclusive, worldwide license to the company to use the name, likeness, image and personal identification of the professional, during the term and for a period of six (6) months after the term as provided in section 2.8, in connection with the creation, manufacture, marketing, sale and promotion of the products.', 'the professional hereby grants to the company the worldwide right during the term and for a period of six (6) months after the term as provided in section 2.8 to use, reproduce, print, publish, distribute, broadcast, modify, edit, condense, or expand any materials containing her name, image, likeness or personal identification that are created hereunder.']",Post-Termination Services
