clause_text,label
"[""spinco hereby covenants not to sue remainco under any licensed spinco know-how and under spinco's right, title and interest in and to shared library materials and foundational software, including, without limitation, all applicable patents, copyrights, and know-how, for infringement or misappropriation based upon any action that occurs in connection with the continued operation of the remainco business and any future extensions of the remainco business in any field other than the spinco core field after the distribution date"", ""remainco hereby covenants not to sue spinco under any licensed remainco know-how and under remainco's right, title and interest in and to shared library materials and foundational software, including, without limitation, all applicable patents, copyrights, and know-how, for infringement or misappropriation based upon any action that occurs in connection with the continued operation of the spinco business and any future extensions of the spinco business in any field other than the remainco core field after the distribution date."", 'remainco agrees not to, and shall not permit any member of the remainco group to, oppose, petition to cancel, or otherwise challenge or object to the use of or any current application and/or subsequent application for registration by spinco or any member of the spinco group of any spinco house marks, as long as such use and/or registration does not make use of the remainco house marks and further agrees to take such actions as may be reasonably requested by spinco and execute or cause to be executed by the appropriate members of the remainco group such other agreements, instruments and other documents, including coexistence agreements and letters of consent, as may be reasonably requested by spinco to facilitate the registration and continued prosecution of spinco house marks (e.g., in the event that any remainco house mark is cited against an application for a spinco house mark).']",Covenant Not To Sue
"['airspan grants distributor, and distributor hereby accepts, a nonexclusive, non-transferable license to use, and to sublicense as set forth below, software provided by airspan hereunder only on a single system or unit of equipment, as may be applicable.']",Non-Transferable License
['we will provide you or one of your principals and up to five (5) additional persons with a comprehensive initial training program and additional training programs from time to time.'],Volume Restriction
"['for the technology transfer and as applicable for the license granted by nls to eurofarma under article 2.1(iii) hereabove, eurofarma shall pay to nls royalty payments (the ""royalties"") on the annual net sales in the territory according to the following table:\n\nannual net sales in the territory in usd:\n\nroyalty in percent of net sales under 10 million 7% 10 million to < 20 million 8% 20 million to < 30 million 9% 30 million and above 10%']",Revenue/Profit Sharing
"['subject to the terms and conditions set forth herein, world book hereby grants to hswi, a perpetual, irrevocable limited license to use, copy, store, archive, distribute, transmit, modify (subject to section 2.1(iv)), and display the content, images and affinities in whole or', 'the term of the license for the content delivered to hswi as part of the affinities, and the affinities themselves, shall be perpetual, exclusive, and irrevocable.', 'the term of the license for the images delivered to hswi as part of the affinity, shall be perpetual and irrevocable.']",Irrevocable Or Perpetual License
"['the sole exception to the foregoing reservation of rights is that at&t hereby grants vendor a limited, nonexclusive, non-transferable license (that shall automatically terminate upon the termination or expiration of this agreement), under any rights owned by at&t, to use the at&t provided items and paid- for development solely as instructed by at&t and to the extent necessary for vendor to perform its obligations under this agreement, subject further to the terms and conditions of this agreement.', ""t&t grants to vendor a license to access, use, and copy the at&t derived data, with no right to grant sublicenses, solely for the performance of vendor's obligations during the term of this agreement and solely in compliance with at&t's privacy policies, including obligations relating to customer information.""]",Non-Transferable License
"['except for the transfer and assignment under this agreement, the depositor will not transfer or assign any depositor transferred property to another person or grant or allow a lien, other than a permitted lien, on an interest in any depositor transferred property.']",Non-Transferable License
"['allscripts will be named as an additional insured under the foregoing policies, each of which will be primary and non-contributory.', 'at the company\'s expense, the company will maintain policies of insurance with insurance companies having a financial strength rating no lower than ""a"" and a size category not lower than ""xii"" as rated by the a.m. best company, and in amounts which are reasonable and prudent in light of the company\'s business, potential liabilities to allscripts hereunder, and other relevant factors, including the following: (i) commercial general liability insurance [***] (ii) errors and omissions insurance [***] and (iii) workers\' compensation insurance with applicable statutory limits.']",Insurance
"['during the term, subject to the terms and conditions of this agreement, dova hereby grants to valeant the right, on a co-exclusive basis (solely with dova and its affiliates), to detail and promote the product in the specialty in the territory in the field, and to conduct the valeant activities and the activities of the institutional account management team (pursuant to and subject to the terms of section 4.1.5) for the product in the territory in the field in accordance with the terms and conditions of this agreement.']",Exclusivity
"['upon the expiration or termination of the term (other than in connection with a sale transaction in which sekisui acquires qualigen), sekisui shall cooperate in permitting qualigen to offer to rehire any sekisui sales representatives who are primarily responsible for selling the products. a sales person ""primarily responsible for selling the products"" is one that spends more than half of his or her time and receives more than half of his or her commission based compensation based on sales of the products.']",Post-Termination Services
"[""in the event ekr exercises the step-in right, ppi shall, at ekr's cost and expense, cooperate in the exercise of such rights and ekr shall reimburse ppi for the reasonable costs ppi incurs in assisting ekr in the exercise of such rights within thirty (30) days of ekr's receipt of invoice."", 'such insurance shall be with a reputable insurance company and where reasonably possible (taking into account the availability of such insurance) shall be maintained for not less than [**] ([**]) years following the expiry or termination of this agreement.', 'the step-in right shall include, without limitation, and to the extent allowable under applicable law, ppi\'s grant to ekr of such additional license rights, rights of access, rights of observation and rights of management, direction and control, in each case solely with respect to the manufacture and supply of product and as reasonably necessary to enable and permit ekr (or ekr\'s designee) to ensure that the supply of product shall continue to be available to ekr under this agreement and the supply agreement; provided that ekr in exercising the step-in right shall not (i) unreasonably interfere with ppi\'s other activities at the facilities at which the product is manufactured, tested, labeled, stored or<omitted>otherwise handled (""product facilities"") or (ii) require ppi to take any action or fail to take any action that does or could reasonably be expected to interfere with ppi\'s other activities at the product facilities.', ""in such event, the royalty payments payable hereunder shall continue to be paid; provided, however, that all costs incurred by ekr in the transfer of manufacturing information from ppi and obtaining fda approval of the manufacture of the products by ekr or ekr's designee, and any other amounts due to ekr, shall be deducted from any royalties payable to ppi."", 'in the event that this agreement is terminated by ppi in accordance with section 16.1 or ekr in accordance with section 16.3(b), ekr and its affiliates, sub-distributors and sub-licensees shall be entitled to continue to sell<omitted>existing stocks of the product in the territory for so long as ppi deems necessary to ensure that sale of the product is not disrupted provided that ekr and its affiliates shall cease such sale immediately upon notification from ppi and in any event ekr shall not so sell for a period of longer than three (3) months following the date of termination. immediately upon notification from ppi, such post termination sales shall cease.', 'in addition, ppi shall during the remainder of the term and for a period of up to [**] ([**]) years thereafter continue to manufacture and supply the product to ekr at cost without mark-up until such time that ekr can secure an fda approved manufacturing facility for the product', ""notwithstanding anything contained herein to the contrary, in the event that ekr is entitled to exercise its right to terminate this agreement pursuant to section 16.1(a), in addition to the right to terminate as provided therein and any other remedies ekr may have hereunder, ppi shall assist ekr in the transfer of the manufacture of the products, including the specifications from ppi to ekr or ekr's designee."", 'the parties acknowledge that effective upon the termination or expiration of the transition services and inventory agreement, ppi has<omitted>assigned to ekr all of ppi\'s right, title and interest under that certain commercial outsourcing services agreement between ppi (f/k/a skyepharma, inc.) and integrated commercialization solutions, inc. (""ics"") dated april 3, 2007 (the ""ics agreement""), and ekr has assumed all obligations and liabilities under the ics agreement arising after the effective date.', 'upon termination of this agreement for any reason except as set forth in section 17.4 below (and, if applicable, in respect of that country in respect of which termination occurs):<omitted>(b) the following provisions of this agreement shall continue in full force and effect: article 1 (""definitions""), section 3.20(k), section 3.20(l), article 9 (""representations and warranties""), article 10 (""liability, insurance and indemnities"") (excluding section 10.6 (""insurance"")), article 11 (""confidentiality, press releases and publications""), article 13 (""infringement of third party rights""), section 16.4 (""effect of termination""), article 17 (""consequences of termination""), article 18 (""force majeure""), article 19 (""notices""), article 20 (""assignment and change of control"") and article 21 (""general provisions""); (c) ekr shall return to ppi all ppi ip in its possession; (d) ekr shall assign to ppi free of charge any domain name registrations it has registered pursuant to section 8.5; and\n\n (e) except in the event of termination of this agreement by ekr pursuant to section 16.1(a), ekr shall promptly transfer to ppi or its nominee, each and every marketing authorization (to the extent not held by ppi) relating to the product, together with all communications with the relevant regulatory authorities, and all notes and record thereof.', 'ekr shall maintain and shall procure the maintenance of accurate and up to date records and books of account showing the quantity, description and value of the products supplied in each country of the territory during the previous six (6) calendar years.', 'ppi shall provide such advice as necessary for ekr to arrange for an alternative manufacturer and shall provide ekr with access to all relevant ppi know-how, and any other information necessary for ekr to transfer such manufacturing to an alternate manufacturer.', 'where this agreement has expired or has been terminated for any reason other than by ppi in accordance with section 16.1 or ekr in accordance with section 16.3(b), ekr and its affiliates and sub-distributors and sales agents shall be entitled to continue to sell existing stocks of the product in the territory for a period of not longer than 12 months following the date of termination, provided that, ekr continues to make any royalty payments due to ppi in respect of such sales in accordance with the provisions of this agreement.', 'in addition, (i) ppi shall transfer to ekr any marketing authorizations held by ppi and (ii) the trademark license granted under section 2.3 shall continue in effect following such termination on a perpetual basis and ekr shall be responsible for all costs associated with the maintenance of such trademark.', 'during the term, in the event ekr has the right to terminate this agreement under section 16.1(a) - (i) hereof (the ""step-in right trigger event""), and ekr does not exercise its right to terminate this agreement under such section, ekr shall have the option to exercise step-in rights to manufacture the product for the remainder of the term (the ""step-in right"") by providing ppi written notice of such election within ninety (90) days after the step-in right trigger event (or such longer period as mutually agreed by the parties) (the ""step-in right notice""); provided that in the event such step-in right trigger event has been cured prior to ekr\'s exercise of the step-in right, the step-in right shall terminate with respect to such step-in right trigger event. the step-in right notice shall specify the date which ekr intends to exercise the rights associated with the step-in right.']",Post-Termination Services
"[""in addition, leadersonline shall not now or in the future contest the validity of verticalnet's ownership of its intellectual property; provided, however, that leadersonline may contest the validity of verticalnet's intellectual property in any proceeding brought against leadersonline alleging infringement or misappropriation of verticalnet's intellectual property."", ""in addition, verticalnet shall not now or in the future contest the validity of leadersonline's ownership of its intellectual property; provided, however, that verticalnet may contest the validity of leadersonline's intellectual property in any proceeding brought against verticalnet alleging infringement or misappropriation of leadersonline's intellectual property.""]",Covenant Not To Sue
"['subject to the terms and conditions of this agreement, todos hereby grants the reseller a non-sublicensable, non-transferable, exclusive right to distribute and sell the products to customers in the territory; provided, however, that reseller may sub-license or transfer its distribution rights to a subsidiary or affiliate of the reseller.']",Exclusivity
"['any assignment made by either party in contravention of this section 15.7 shall be null and void for all purposes.', 'in the event of a change of control (as defined below) this agreement shall immediately terminate.', 'neither party may assign or transfer this agreement by operation of law or otherwise.']",Anti-Assignment
"['except with regard to obligations to indemnify a party for claims made by third parties, neither party shall be liable to the other party (or its affiliates) pursuant to this agreement for any consequential, incidental, indirect, or special damages or losses or any punitive, exemplary, treble, or similar damages arising out of or relating to this agreement or the performance of, or failure to perform, its obligations hereunder, even if such damages or losses are caused by the sole, joint, or concurrent negligence, strict liability, or other fault of the party whose liability is being waived hereby.']",Uncapped Liability
"['ajr shall not take any action or suffer any action to occur, whether taken by the team or others, which could result in an adverse impact on xc, its licensed materials and the goodwill associated therewith as a result of this agreement.']",Non-Disparagement
"['in addition to vehicle personnel insurance, party b shall at least purchase injury insurance for two persons with coverage not lower than rmb500,000 per person.', 'the coverage of third-party liability insurance shall not be lower than rmb1 million.', 'party b shall purchase sufficient insurance for the transportation vehicles.']",Insurance
"['this restriction shall apply to any succinic acid biocatalyst other than e. coli, be it a biocatalyst developed in-house, licensed-in, or under development at a third party lab that is funded by bioamber or to which bioamber has secured a future right or right of first refusal through direct payment, in kind contribution, grant, gift, differed payment or commitment to a future payment.', 'bioamber will not itself or with or through third parties engage in the development of biocatalysts other than e. coli for the production of succinic acid or salts thereof, except for the development activities under the terms and conditions of this development agreement.']",Non-Compete
"['subject to the terms and conditions of this agreement, calm hereby grants to xspa, solely during the term and in the territory, a revocable (as set forth in \u200bsection \u200b\u200b12.04), royalty-free, assignable (solely as set forth in section \u200b16.05), non-sublicensable (except as set forth in section \u200b9.03), non-exclusive license to use the marks set forth on exhibit d (""calm\'s marks""), solely to the extent necessary for xspa to exercise its rights or perform its obligations set forth in this agreement.', 'subject to the terms and conditions of this agreement, xspa hereby grants to calm, solely during the term and in the territory, a revocable (as set forth in \u200bsection \u200b\u200b12.04), royalty-free, assignable (solely as set forth in section \u200b16.05), non-sublicensable (except as set forth in section \u200b9.03), non-exclusive license to use the marks set forth on exhibit e (""xspa\'s marks"", and together with calm\'s marks, the ""marks""), solely to the extent necessary for calm to exercise its rights or perform its obligations set forth in this agreement.']",License Grant
"['distributor shall not assign the rights granted in this section 1.01 without the prior written consent of the company.', 'distributor shall not assign this agreement or any rights or obligations hereunder without the prior written consent of the company.']",Anti-Assignment
"['distributor will not purchase products for resale to any reseller from any person or entity other than cisco, provided that distributor may accept returned product from resellers if distributor initially sold the product to be returned to such reseller. [*****]']",Exclusivity
"['you agree to use the marks as the sole trade identification of the franchise, except that you will display at the franchise location a notice, in the form we prescribe, stating that you are the independent owner of the franchise pursuant to a franchise agreement with us.', 'you further acknowledge and agree that we and our affiliates have the right to charge a reasonable systems fee for software or systems installation services; modifications and enhancements specifically made for us or our affiliates that are licensed to you; and other maintenance and support computer system-related services that we or our affiliates furnish to you.', 'you agree not to use any mark as part of any corporate or trade name or with any prefix, suffix, or other modifying words, terms, designs, or symbols (other than logos and additional trade and service marks licensed to you under this agreement), or in any modified form.', 'you also shall not use any mark or any commercial symbol similar to the marks in connection with the performance or sale of any unauthorized services or products, or in any other manner we have not expressly authorized in writing.', 'in addition, we may, at any time and from time to time, contract with one or more software providers, business service providers, or other third parties (individually, a ""service provider"") to develop, license, or otherwise provide to or for the use and benefit of you and other the joint corp. franchises certain software, software applications, and software maintenance and support services related to the computer system that you must or may use in accordance with our instructions with respect to your computer system.', 'you acknowledge that your right to use the marks is derived solely from this agreement, and is limited to your operation of the franchise pursuant to and in compliance with this agreement and all applicable standards, specifications, and operating procedures we prescribe from time to time during the term of the franchise.', 'as part of the computer system, we may require you to obtain specified computer hardware and/or software, including without limitation a license to use proprietary software developed by us or others.']",License Grant
"['lmg grants tag a worldwide, nonexclusive, irrevocable, perpetual license to load, execute, access, employ, use, store, or display (""use"") the object code version of the lmg tools and documentation (the ""license"") for the period specified in exhibit a in accordance with the terms and conditions of this agreement.', 'the license grant includes a license under all current and future patents owned by or licensed to lmg that are applicable to the lmg tools and documentation or the provision or receipt of the lmg services, to the extent necessary to exercise any of the foregoing rights.']",License Grant
"['neither tpc nor consolidated artists shall have any right to grant sublicenses hereunder or to otherwise<omitted>assign, transfer, alienate, encumber or hypothecate any of its rights or obligations hereunder without the express prior written consent of the other party, except that consolidated artists shall have the right to assign the financial benefits hereof and tpc hereby consents to such assignment.']",Anti-Assignment
"['e.piphany allows for unlimited calls to its technical support desk by the hsns personnel designated under section 5.7 (""hsns responsibilities."")']",Unlimited/All-You-Can-Eat-License
"['during the term and for a period of two (2) years after the termination of the agreement or the expiry date of the last batch manufactured whichever is later, thereafter, each party shall obtain and maintain, at its sole expense adequate product liability insurance for the product as it reasonably deems necessary and appropriate. evidence of coverage, in the form of certificates of insurance, shall be provided promptly upon registration of the product in given countries and as reasonably requested thereafter.']",Insurance
"[""subject to the terms and conditions of this agreement, licensor hereby grants to licensee, and licensee hereby accepts from licensor, a personal, non-exclusive, royalty-free right and license to use the licensed mark solely and exclusively as a component of licensee's own corporate name and in connection with marketing the investment management, investment consultation and investment advisory services that investment advisor may provide to licensee.""]",Non-Transferable License
['no license granted by either party under this ip agreement includes the right to grant sublicenses.'],Non-Transferable License
"['during the term of this agreement, vip shall provide bnl such access as necessary to the vip system to allow bnl to attach one data communication line and up to seventy (70) addressable data communications devices to said vip system.']",Volume Restriction
"[""vendor hereby grants and promises to grant and have granted to at&t and its affiliates a royalty-free, nonexclusive, sublicensable, assignable, transferable, irrevocable, perpetual, world- wide license in and to any applicable intellectual property rights of vendor to use, copy, modify, distribute, display, perform, import, make, sell, offer to sell, and exploit (and have others do any of the foregoing on or for at&t's or any of its customers' behalf or benefit) any intellectual property rights of vendor or any third party that are not included in material or paid-for development but necessary to operate the cell sites or receive the full benefit of the work.""]",Affiliate License-Licensee
"['biocept will have sole responsibility for performing the technical component of all tests sold by the parties, until and unless life technologies obtains the right from biocept to independently develop its own tests in accordance with all applicable fda regulatory requirements, as provided for in section 7.1.']",Exclusivity
"['in consideration for the rights, services and benefits granted by north hereunder, company agrees to pay north a non-refundable guaranteed service fee and marketing retainer (hereinafter referred to as ""guaranteed fee"") of fifty-five thousand dollars ($55,000usd) in contract year 2011 and seventy thousand dollars ($70,000usd) in contract year 2012.']",Minimum Commitment
"['exxonmobil grants fce a worldwide, non-exclusive, royalty-free, perpetual, irrevocable (except as stated in paragraphs 12.03 (failure to perform), 12.04 (other termination), and 12.05 (bankruptcy)), sub-licensable, non-transferable (except pursuant to article 14 (assignment)), right and license to practice program results solely for power applications and hydrogen applications.', 'exxonmobil grants fce a worldwide, non-exclusive, royalty-free, non-sub- licensable (except as set forth herein), perpetual, irrevocable (except as stated in paragraphs 12.03 (failure to perform), 12.04 (other termination), and 12.05 (bankruptcy)), non-transferable (except pursuant to article 14 (assignment)) right and license to practice exxonmobil background information and exxonmobil background patents for generation 1 technology in carbon capture applications, solely to conduct authorized work with authorized third parties.', 'exxonmobil grants fce a worldwide, non-exclusive, royalty-free, non-sub-licensable (except as set forth herein), perpetual, irrevocable (except as stated in paragraphs 12.03 (failure to perform), 12.04 (other termination), and 12.05 (bankruptcy)), non- transferable (except pursuant to article 14 (assignment)) right and license to practice exxonmobil background information and exxonmobil background patents for generation 2 technology in power applications and hydrogen applications.', 'exxonmobil grants fce a worldwide, non-exclusive, royalty- free, non-sub-licensable (except as set forth herein), perpetual, irrevocable (except as stated in paragraphs 12.03 (failure to perform), 12.04 (other termination), and 12.05 (bankruptcy)), non- transferable (except pursuant to article 14 (assignment)) right and license to practice exxonmobil background information and exxonmobil background patents for generation 1 technology in any applications outside of carbon capture applications.', 'to the extent not already granted pursuant to the license agreement, fce grants exxonmobil and its affiliates a worldwide, non-exclusive, royalty-free, irrevocable, perpetual, sub-licensable, non-transferable (except pursuant to article 14 (assignment)) right and license to practice fce background information and fce background patents for generation 2 technology in carbon capture applications and hydrogen applications.']",Irrevocable Or Perpetual License
['neither party shall assign any of its rights or obligations hereunder without the prior written consent of the other party.'],Anti-Assignment
"['all books and records of every kind and character, of the joint venture, and other information, shall be kept at the principal office of the joint venture, or at such other place or places as may be agreed upon by the joint venturers, and shall be fully available to each joint venturer or his duly authorized representative, all at reasonable times.', 'if requested by a joint venturer, the joint venture books and records shall be audited as of the close of each year by an independent accountant acceptable to both joint venturers.']",Audit Rights
"[""franchisee also acknowledges that pretzel time has granted the franchise to franchisee in consideration of and reliance upon franchisee's agreement to deal exclusively with pretzel time."", 'except as otherwise provided in this agreement and provided that franchise is in full compliance with this agreement, pretzel time and its affiliates will not during the term of this agreement operate or grant franchises for the operation of pretzel time units within the territory other than the franchise granted to franchisee pursuant to this agreement.']",Exclusivity
"['the supplier hereby grants to the distributor the non-exclusive right, in the territory, to use the trade marks in the promotion, advertisement and sale of the products, subject to, and for the duration of, this agreement.']",License Grant
"['any participant will have the right to voluntarily withdraw from the joint venture at any time', 'written notice of intention to withdraw must be served in writing upon the remaining participants at least thirty (30) business days prior to the withdrawal date.']",Termination For Convenience
"['ibm agrees that, for a period of [*] years from the effective date of this agreement, it will not in any way solicit for employment any transferred employees without the prior written consent of msl; provided, however, that the foregoing will not restrict or prevent ibm from a) employing any such person who contacts ibm on his or her own initiative without any solicitation or encouragement from ibm or b) by using general employment advertising or communications or independent search firms, hiring any person who responds thereto, provided that ibm does not direct or encourage such independent search firms to solicit such transferred employees.']",No-Solicit Of Employees
"['pagemaster corporation shall not engage in the same or similar promotion with any other on-line casinos from june 1, 1999 through june 1, 2000.', 'go call shall not engage in the same or similar promotions during the term of this agreement with any other entity providing paging services, equipment or other related products and services.']",Exclusivity
"['ppi improvements shall be owned by ppi and be licensed to ekr hereunder. ekr improvements shall be owned by ekr and upon termination of this agreement by ppi pursuant to section, shall be deemed be licensed to ppi on a worldwide, non-exclusive, irrevocable basis, at a royalty or for such other consideration as may be mutually agreed upon by the parties in writing.']",Irrevocable Or Perpetual License
"[""except as set forth below in this section 13.4(b), [* * *], as applicable, in no event shall a party's liability, however caused and on any theory of liability, be greater than, per claim or series of claims arising from the same cause of action, [* * *]."", ""except as set forth below in this section 13.4(b), in no event will supplier's liability, [* * *], be greater than, per claim or series of claims arising from the same cause of action, [* * *]."", ""for clarity, nothing in this section 3.1 limits supplier's liability under this agreement or under law, including liability for negligence, willful misconduct and failure to comply with product specifications; [* * *]."", ""except as set forth below in this section 13.4(b), with respect [* * *], in no event shall a party's liability be greater than, per claim or series of claims arising from the same cause of action, [* * *].""]",Uncapped Liability
"['in the event of (a) a termination by astellas under section 18.6 during the period from the execution of this agreement until the last to expire of the fg patents, or (b) by fg under section 18.2.1, 18.2.2, 18.2.4 or 18.2.5 hereof, astellas shall, upon the effective date of such termination, pay to fg (i) a termination fee of $[ * ] u.s. dollars and (ii) any payments to which fg is otherwise entitled to receive hereunder in the period from the date of such termination notice until the [ * ].']",Liquidated Damages
"['this agreement shall continue in force for a term of twelve (12) months from the effective date, unless terminated earlier under the provisions of this article 8 (the ""term""); provided that touchstar shall have the right to terminate this agreement at any time after the effective date upon not less than fifteen (15) days\' prior written notice to reseller.']",Termination For Convenience
"['contractor represents and warrants that, for the warranty period, the products (i) will be free from defects in workmanship, material (only to the same extent as the original manufacturer of the material warrants the contractor), and manufacture; (ii) will comply the specifications ipc610.b standard (in all material respects and unless otherwise was instructed by customer).', 'for the purpose of this agreement, ""warranty period"" shall mean twelve (12) months as of the date of delivery to customer.']",Warranty Duration
"['each party shall receive 30% of all advertising sales for advertising sales originated by the other party (provided, in the event that advertising is sold at rates less than fair market rates such 30% figure shall be equitably increased to reflect the fair market value of the advertising.']",Revenue/Profit Sharing
"[""subject to mcdata's prior written approval, mcdata grants reseller a limited, nonexclusive, non-transferable, revocable license to use mcdata's trademarks (defined as mcdata's name or any abbreviation thereof, its acronym, logotype or any other trademarks or trade names of mcdata) for the sole purpose of marketing and selling products and end user customer services in the territory during the term of this agreement reseller agrees to comply with mcdata's logo usage guide, which is found at mcdata's web site, www.mcdata.com.""]",Non-Transferable License
"[""ncc shall not be liable for any loss caused to the owner or the licensee either jointly or severally except for loss of or damage to the material to the extent that such loss or damage is caused by the negligent acts or omissions of ncc, its employees, agents or sub-contractors and in such event ncc's total liability in respect of all claims arising under or by virtue of this agreement shall not (except in the case of claims for personal injury or death) exceed the sum of (pounds)500,000."", 'ncc shall in no circumstances be liable to the owner or the licensee for indirect or consequential loss of any nature whatsoever whether for loss of profit, loss of business or otherwise.']",Cap On Liability
"['notwithstanding the foregoing, the provisions of sections 3.1 [laboratory products] through 3.8 [laboratory products] shall not apply to any laboratory product sold through live (non-virtual) auctions conducted by neoforma (through neoforma gar or otherwise) for which no product listing is made; provided, however, that neoforma shall use commercially reasonable efforts to acquire product listings for all such laboratory products. if neoforma receives a set of product listings packaged as a ""lot,"" neoforma shall use commercially reasonable efforts to provide all laboratory product listings contained in such ""lot"" to verticalnet in accordance with this agreement.', 'notwithstanding the foregoing, verticalnet\'s activities in connection with its ""storefronts"" and ""e-commerce centers"" (as conducted today, in a fashion substantially similar to the manner in which such activities are conducted today or as otherwise mutually agreed upon by the parties, which agreement shall not be unreasonably withheld or delayed) shall not be considered to be a breach of section 2.1 [medical products], 2.2 [medical products] or 2.3 [medical products].']",Competitive Restriction Exception
"['for the avoidance of doubt, licensor also grants to licensee and its subsidiaries and affiliates a non-exclusive, worldwide royalty-free license for continued use of the licensed mark for the production and sale of inventory containing the licensed mark applied to such products during the transition period as set forth in section 8.2 of the separation and distribution agreement and in schedule 2 of this agreement.', ""for avoidance of doubt, to the extent that any of the licenses granted by the terms of this agreement include any right to sublicense, such right to sublicense shall extend to licensee's subsidiaries and joint venturers.""]",Affiliate License-Licensee
"['under the terms and conditions of this agreement, votocast hereby grants to licensee a nonexclusive, nontransferable license, to access the services and provide licensee\'s users (""licensee users"") with access to the services.']",Non-Transferable License
"['in the case that either company is acquired by, or merges with, another company which has reason to not wish to continue the relationship, that company may make a contract buyout payment [*] for the [*], with a [*] buyout payment amount of [*].']",Change Of Control
"['subject to the terms and conditions of this agreement, licensor hereby grants to licensee, and licensee hereby accepts from licensor, an exclusive, non-transferable (except as set forth in section 10.7) and non-sublicensable (except as provided in section 2.1(c)) license to use the licensed content in connection with websites associated with the licensed domain names until the earlier of (i) termination or expiration of this agreement, or (ii) termination or expiration of the agency agreement, provided, however, that in the event the agency agreement is amended or restated, such amendment or restatement shall not be deemed a termination or expiration of the agency agreement.', 'subject to the terms and conditions of this agreement, licensor hereby grants to licensee, and licensee hereby accepts from licensor, an exclusive, non-transferable (except as set forth in section 10.7) and non-sublicensable (except as provided in section 2.1(c)) license to use the licensed domain names in connection with the business during the term.']",License Grant
"['the utilization rights of customer are as follows:\n\n (a) customer is granted an unlimited number of client access licenses. each client access license entitles customer to receive one (1) enable code from changepoint which will enable customer to have one (1) user use the licensed materials.\n\n (b) customer may install licensed software on one or more computer servers as it desires.', 'customer is granted an unlimited number of client access licenses.', ""subject to the terms and conditions of this agreement, changepoint hereby grants to corio a fee-bearing, irrevocable, nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement) license in the territory to (i) reproduce the software in machine executable object code format only for installation on the corio servers; (ii) install multiple copies of the software on corio's servers which will be made remotely accessible to corio's customers for their internal business purposes, (iii) permit limited access to and use of the software by customers through corio servers solely for such customer's internal business purposes; (iv) sublicense an unlimited number of customers to access and use the software only through the installation on corio servers solely for such customer's internal business purposes; and (v) use changepoint's tools and utilities, if any, subject to any restrictions placed on the changepoint by third party software providers and payment of any applicable fees required by such third parties, to configure, integrate and manage the software."", ""changepoint grants to corio a nonexclusive, nontransferable (except in accordance with section 14.1 of this agreement), royalty-free, fully\n\n\n\n\n\n paid-up license to install and use the software, documentation, and software tools and utilities if any, for an unlimited number of corio users, subject to any restrictions placed on the changepoint by third party software providers and payment of any applicable fees required by such third parties, in machine executable object code for corio's internal business purposes."", 'the components of the changepoint software which are licensed to customer hereunder are the following: changepoint, sql edition, version 5.2, for an unlimited number of users, including the following modules: - service delivery management - project and resource management - customer relationship management']",Unlimited/All-You-Can-Eat-License
"['for twenty-four (24) months following termination of this agreement, the licensee shall specify on all public- facing materials in a prominent place and in prominent typeface that the licensee is no longer operating under the licensed mark, is no longer associated with the licensor, or such other notice as may be deemed necessary by the licensor in its sole discretion in its prosecution, defense, and/or settlement of any third party claim.']",Post-Termination Services
"['in the event the company terminates this agreement, the company shall pay to hdi a termination payment, (the ""termination payment"") the amount of which shall be an amount equal to the aggregate net sales for the twelve (12) months preceding the termination date less $800,000, the balance of which shall be divided by two.']",Cap On Liability
"[""purchaser allows sony to audit purchaser's manufacture and testing of sram products for purposes of determining the quality of those sram products that bear a marking which indicates a connection to sony from time to time upon reasonable request, subject to sony's execution of a standard purchaser confidentiality agreement""]",Audit Rights
"['no party shall assign or transfer or purport to assign or transfer (whether by operation of law or otherwise) any of its rights, interests or obligations hereunder without the prior written consent of the other party; provided, that acquiror may assign this agreement and its rights and interests herein without any such consent as collateral to the lenders in connection with the financing.']",Anti-Assignment
"[""upon the termination of dialog's right to manufacture the licensed products following any expiration or termination of the agreement or any wind down period or continuing obligation period, as applicable, then all right, title and interest in the tooling will automatically transfer to energous subject to any third party ip, and dialog will, at energous' option, either sell any tooling in its possession to energous at cost or destroy the tooling and certify in writing as to same.""]",Ip Ownership Assignment
"['licensor on behalf of itself and its affliates hereby grants to licensee the limited licenses to use and have used the licensed mark: (i) for the licensed products as set forth on schedule 2; and (ii) as set forth on schedule 1, concerning agreements entered into by licensee prior to the effective date (""existing agreements""). for the avoidance of doubt, licensor also grants to licensee and its subsidiaries and affiliates a non-exclusive, worldwide royalty-free license for continued use of the licensed mark for the production and sale of inventory containing the licensed mark applied to such products during the transition period as set forth in section 8.2 of the separation and distribution agreement and in schedule 2 of this agreement.']",Affiliate License-Licensor
