clause_text,label
"[""you hereby agree with the company that to protect the company's and any and all group company's business interests, customer connections and goodwill and the stability of its or their workforce, that you will not during the restricted period (and in respect of sub-paragraph 14.2(f) below only, at any time):<omitted>(d) either on your own account or for any person, firm or company directly or indirectly solicit or entice away or endeavour to solicit or entice away any director or senior employee of the company or any group company employed in a managerial, scientific or technical role with whom you have had material personal dealings in the twelve (12) months prior to the termination date;""]",No-Solicit Of Employees
"['the company reserves the right in its sole and absolute discretion to give written notice to<omitted>terminate your employment forthwith and to make a payment to you in lieu of salary and the benefits set out in paragraph 5 of this agreement for all or any unexpired part of the notice period.', ""without prejudice to the company's right to summarily terminate your employment in accordance with paragraph 11.3 below and your right to summarily terminate your employment for good reason in accordance with paragraph 11.4 below, either you or the company may terminate your employment by giving to the other not less than six months' notice in writing.""]",Termination For Convenience
"['on or as soon as practicable following the effective date, it is intended that you will be granted an option under the option plan to acquire 107,417 ordinary shares in the capital of btl (""shares"") (representing approximately 0.6% of the company\'s issued share capital as at the effective date).', ""in addition, and conditional on completion of a transaction on terms set out below, you will be granted a second option under the option plan, such option being one of:\n\n(a) an option to acquire 44,757 shares (representing approximately 0.25% of the company's issued share capital as at the effective date) granted as soon as practicable following the completion of a transaction approved by the board on terms which include an upfront payment of at least usd30,000,000 and per product downstream milestone payments of at least usd300,000,000; or\n\n(b) an option to acquire 22,378 shares (representing approximately 0.125% of the company's issued share capital as at the effective date) granted as soon as practicable following the completion of a transaction approved by the board on terms which include an upfront payment of usd24,000,000 and per product downstream milestone payments of usd240,000,000; or\n\n(c) an option to acquire such number of shares (falling between 0.125% and 0.25% of the company's issued share capital as at the effective date as the board shall determine in its absolute discretion) granted as soon as practicable following completion of a transaction approved by the board on terms which include an upfront payment greater than usd24,000,000 but less than usd 30,000,000, and per product downstream milestone payments greater than usd240,000,000 but less than usd 300,000,000.""]",Rofr/Rofo/Rofn
"['to the extent that such iprs do not vest automatically in the company by operation of law, you hereby assign and agree to assign to the company all of your right, title and interest in any existing and future iprs which may subsist in any works for their full term of protection (including any extensions, revivals and renewals) together with the right to sue and claim remedies for past infringement and all materials embodying these rights to the fullest extent permitted by law in any and all countries of the world.']",Ip Ownership Assignment
"['in addition, subject to (i) your (or your authorised representative or estate signing, if the termination is due to your death) signing a settlement agreement and a separation agreement and release (together the ""settlement agreements"") in a form and manner satisfactory to the company, which shall include, without limitation, a general release of claims against the company and all related persons and entities, a reaffirmation of all of your continuing obligations to the company, including those set forth in paragraphs 13 - 15, and (in the case of the separation agreement and release) and a seven (7) business day revocation period; and (ii) the separation agreement and release becoming irrevocable, all within 60 days after the termination date (or such shorter period as set forth in the settlement agreements), the company shall: (a) pay you (or your authorised representative or estate if the termination is due to your death) an amount equal to nine (9) months of your salary as of the termination date (which payment shall not be reduced by either the value of any salary paid to you during your notice period or by any payment in lieu of notice made pursuant to paragraph 11.2); and (b) pay you (or your authorised representative or estate if the termination is due to your death) an amount equal to the cost to the company of providing you with the contractual benefits under paragraph 5 for nine (9) months or, at the company\'s option, continue to provide you with such benefits for nine (9) months.', ""after notice of termination has been given by you or the company, the company may at its discretion require you, for all or part of your notice period, to comply with any or all of the following instructions:\n\n(a) not to carry out any further work for the company or for any group company;\n\n(b) to remain away from the company's business premises and those of any group<omitted>company (unless given written permission to do otherwise);\n\n(c) not to contact any of the company's clients, suppliers or employees or those of any group company without the company's prior written permission;\n\n(d) to carry out only part of your duties, or to carry out alternative duties or special projects for the company within your skill set;\n\n(e) to co-operate in the handover of your duties and responsibilities;\n\n(f) to resign from any offices (including as a director) you hold within the company or any group company or by virtue of your employment with us;\n\n(g) to answer, in an honest and helpful way, such questions as the company may reasonably ask of you;\n\n(h) to keep the company informed of your whereabouts and contact details and to remain reasonably contactable and available for work."", 'if your employment with the company is terminated for any reason, the company shall pay or provide to you (or to your authorised representative or estate) (i) any salary earned through the termination date (as defined below); (ii) unpaid expense reimbursements (subject to, and in accordance with, paragraph 6 of this agreement); and (iii) any vested benefits you may have under any employee benefit plan of the company through the termination date, which vested benefits shall be paid and/or provided in accordance with the terms of such employee benefit plans (collectively, the ""accrued benefits"").']",Post-Termination Services
"[""to the extent permitted by law you hereby irrevocably and unconditionally waive in favour of the company, its licensees and successors in title, all existing and future moral rights (or similar rights existing in any part of the world) you may have in respect of any works under chapter iv of the copyright designs and patents act 1988 in england or any similar provisions of law in any jurisdiction, including (but without limitation) the right to be identified, the right of integrity and the right against false attribution, and agrees not to institute, support, maintain or<omitted>permit any action or claim to the effect that any treatment, exploitation or use of such works, inventions or other materials infringes the consultant's moral rights.""]",Covenant Not To Sue
"['this agreement may be terminated by company at any time upon written notice to fiioc.', ""fiioc may terminate this agreement at any time upon ninety (90) days' written notice to company.""]",Termination For Convenience
"[""this agreement may not be assigned without the written consent of the other party, which consent shall not be unreasonably withheld, except that it shall be assigned automatically to any successor to fiioc as the funds' transfer agent, and any such successor shall be bound by the terms of this agreement.""]",Anti-Assignment
"['unless otherwise provided herein, service recipient shall not assign or transfer any rights or obligations hereunder to any third party without the prior written consent of service provider. service provider may assign or transfer its rights and obligations hereunder to any third party in connection with, among other things, equity restructuring or business restructuring, without the consent of service recipient.']",Anti-Assignment
"['pursuant to section 4 and schedule 1 of the agreement, service provider and service recipient agree that the amount of the service fee for the [•] quarter of 20[•] shall be [rmb [•] ([•][in letters]) in total]/[set at [•]% of the revenues booked by service recipient during the quarter, amounting to rmb [•] ([•][in letters])].', ""the amount of the service fee shall be [determined on the basis of the actual costs incurred by service provider in connection with its provision of the services, plus a mark-up at a percentage as agreed upon between both parties, to be allocated to service recipient and other service recipients in proportion to their respective revenues] / [computed at a percentage (as agreed upon between both parties) of service recipient's revenues] and confirmed by a letter of confirmation substantially in the form attached hereto.""]",Revenue/Profit Sharing
"['notwithstanding the foregoing, upon any delay by service recipient in its payment of any service fee to service provider, for each day of delay in such payment, service recipient must pay service provider liquidated damages at 0.5 percent (0.5%) of the service fee that are due and unpaid.']",Liquidated Damages
"[""this agreement may not be assigned, delegated, or otherwise transferred, in whole or in part, by operation of law or otherwise, by a party without the other party's express prior written consent.""]",Anti-Assignment
"['both parties acknowledge and confirm that the reserve bank of india (hereafter ""rbi"") or persons authorized by it has right to access and inspect the pc financial\'s documents, records of service transactions and other necessary information related to the services or activity given to, stored or processed by mobimagic within a reasonable time.']",Audit Rights
"['neither party shall be liable to the other party in contract, tort or otherwise, whatever the cause, for any loss of profit, business or goodwill or any indirect, incidental or consequential costs, damages or expenses of any kind, except for such loss attributable to breach of confidentiality.', ""subject to the foregoing as wen as mobimagic's obligations under this agreement, mobimagic shall not in any manner be held or be responsible or liable for any unforeseen contingency, claims, liabilities, demands. losses, damages or expenses arising due to absence of storage or retention of any pc financial data which shall be the sole responsibility of pc financial .""]",Uncapped Liability
"[""in no event will either party be liable for any consequential, indirect, exemplary, special, or incidental damages arising from or relating to this agreement. neither parties' total cumulative liability in connection with this agreement, whether in agreement or tort or otherwise, will not exceed the aggregate amount of fees and expenses owed by pc financial to mobimagic for services performed under this agreement."", 'neither party shall be liable to the other party in contract, tort or otherwise, whatever the cause, for any loss of profit, business or goodwill or any indirect, incidental or consequential costs, damages or expenses of any kind, except for such loss attributable to breach of confidentiality.', ""subject to the foregoing as wen as mobimagic's obligations under this agreement, mobimagic shall not in any manner be held or be responsible or liable for any unforeseen contingency, claims, liabilities, demands. losses, damages or expenses arising due to absence of storage or retention of any pc financial data which shall be the sole responsibility of pc financial .""]",Cap On Liability
"['during the term of employment and for one (1) year thereafter, the executive will not directly or indirectly, either themselves or through others, encourage or solicit any employee of the company to leave the company for any reason. this obligation shall not affect any responsibility the executive has as an employee of the company with respect to the bona fide hiring and firing of company personnel.']",No-Solicit Of Employees
"[""the company may terminate the executive's employment under this agreement with immediate effect without notice and with no liability to make any further payment to the executive (other than in respect of amounts accrued at the termination date) if in the reasonable opinion of the company the executive:<omitted>makes any statement or other form of communication that disparages or undermines the goodwill or reputation of any group company.""]",Non-Disparagement
"['the company may, in its sole and absolute discretion, terminate the executive\'s employment under this agreement at any time and with immediate effect by notifying the executive that the company is exercising its right under this clause 17 and that it will make a payment in l ieu of not ice (""pilon"") to the executive.']",Termination For Convenience
"['to the extent that the company ip does not vest automatically in the company the executive hereby assigns all right, title and interest in the company ip to the company with full title guarantee by way of a present assignment of all future rights and shall otherwise hold them on trust for the company.']",Ip Ownership Assignment
"['to the extent that the company ip does not vest automatically in the company the executive hereby assigns all right, title and interest in the company ip to the company with full title guarantee by way of a present assignment of all future rights and shall otherwise hold them on trust for the company.']",Joint Ip Ownership
"[""if the executive's employment is terminated at any time by reason of any reconstruction or amalgamation of any group company, whether by winding up or otherwise, and the executive is offered employment with any concern or undertaking involved in or resulting from the reconstruction or amalgamation on terms which (considered in their entirety) are no less favourable to any material extent than the terms of this agreement, the executive acknowledges and agrees that there shall be no claim against the company or any undertaking arising out of or connected with such termination.""]",Covenant Not To Sue
"[""this agreement may be terminated at any time, without the payment of any penalty, with respect to any series or the trust, by the board of trustees of the trust, or by the sponsor, in each case on not less than 60 days' written notice to the other party.""]",Termination For Convenience
"[""for the services to be rendered and facilities to be provided by the sponsor hereunder, the trust shall pay domini a fee accrued daily and payable monthly at an annual rate equal to 0.50% of the trust's average daily net assets for the trust's then current fiscal year.""]",Revenue/Profit Sharing
"['the company agrees to feature not less than two (2) persons designated by cano as guests on not less than six (6) separate episodes per year.', 'the company shall produce no less than forty (40) original episodes of the show per year']",Minimum Commitment
"[""these exclusivity obligations will not limit smith's right to appear in any of the entertainment fields or in the entertainment portion of any television, film or video program; provided, however, that smith may not appear in, or provide services in connection with, advertisements for any computer game or videogame sports products.""]",Competitive Restriction Exception
"['during the term (the ""exclusivity period""), smith hereby represents, warrants and agrees that he will not: (i) render any services in commercials or advertisements on behalf of any computer game or videogame sports software product or service, or (ii) authorize the use of smith\'s likeness in connection with any computer game or videogame golf instruction related sports software product or service.', 'smith hereby grants to tda the following rights (the ""rights""):<omitted>(d) the exclusive right to use and reuse the results and proceeds of the in connection with tda\'s golf instruction related products;']",Exclusivity
"[""except with smith's prior written approval, this agreement may not be assigned by tda: (i) in connection with a merger, a sale of all or substantially all of the assets of tda or other similar corporate reorganization, or the sale of substantially all of tda's rights to all of its golf instruction related products; or (ii) to<omitted>an affiliated, parent, subsidiary, related company (or in the case of the production of advertising materials to an advertising agency representing tda) so as to effectuate the intent of this agreement and the subject matter hereof, although tda will continue to be liable for all financial obligations hereunder.""]",Change Of Control
"[""except with smith's prior written approval, this agreement may not be assigned by tda: (i) in connection with a merger, a sale of all or substantially all of the assets of tda or other similar corporate reorganization, or the sale of substantially all of tda's rights to all of its golf instruction related products; or (ii) to<omitted>an affiliated, parent, subsidiary, related company (or in the case of the production of advertising materials to an advertising agency representing tda) so as to effectuate the intent of this agreement and the subject matter hereof, although tda will continue to be liable for all financial obligations hereunder.""]",Anti-Assignment
"['25% royalty of net tda net sales price.', 'option to convert annual royalties to tda common stock at a $10 of stock for every $1 of royalty converted.\n\n a. tda stock conversion price based on the previous six month average daily price\n\n b. option is limited to 25,000 shares of tda common stock and if the option is exercised, it must be exercised when the agreement is in effect.\n\n c. this one-time option would cease all future royalties.', '33% royalty of net tda net sales price.\n\n a. handheld products 33% or $1 per subscription whichever is greater', '33% royalty of net tda net sales price.', '25,000 restricted common shares of tda,\n\n a. as of the date of this agreement, company has sold stock at $2.50/share.\n\n b. par value is $.0001 per share.', 'option to convert annual royalties to tda common stock at a $10 of stock for every $1 of royalty converted.\n\n a. tda stock conversion price based on the previous six month average daily price\n\n b. option is limited to 50% of tda outstanding stock and if the option is exercised, it must be exercised when the agreement &sbsp; is in effect.']",Revenue/Profit Sharing
"['smith hereby grants to tda the following rights (the ""rights""):\n\n (a) the right to use and reuse smith\'s name, voice, likeness, facsimile signature, personal statistics, biographical information and any reproduction or simulation thereof (""smith\'s likeness"") in tda\'s golf instruction related products and on packaging for tda\'s golf instruction related products in any fashion, said grant of rights being limited to the world (the ""contract territory"")"";\n\n (b) the right to use and reuse smith\'s likeness in tda\'s general internal, non-public corporate promotional materials (such as tda\'s annual report), corporate advertising and in other forms of publicity;\n\n (c) the right to use and reuse smith\'s likeness in and in connection with the marketing, advertising, promoting and publicizing of tda\'s golf instruction related products, by any and all means now known or hereafter developed;\n\n (d) the exclusive right to use and reuse the results and proceeds of the in connection with tda\'s golf instruction related products; and\n\n (e) with smith\'s prior reasonable approval, the right to license to third parties any of the foregoing rights but only in connection with or directly related to the marketing and sale of tda\'s golf instruction related products.', ""without limiting the foregoing, tda shall, during the term (and, subject to the limitations and conditions on the rights as set forth in this agreement, thereafter) have the full and complete right to revise, telecast, broadcast, use, distribute, reproduce, record, publish, print, license, copyright and exhibit the contents of any results and proceeds, the golf instruction related products and any advertising materials and any versions or revisions thereof and, in tda's sole discretion, the results and proceeds, the golf instruction related products and advertising materials may be make by any process, instrumentation or device now known or hereafter developed and may be made or adapted for use in any and all media now known or hereafter developed (although it is acknowledged and agreed by tda that multi-media usage (except, of course, as incorporated into tda's golf instruction related products) shall be strictly limited to advertising) provided that any and all such uses are directly related to the marketing, development and sale of tda's golf instruction related products.""]",License Grant
"['all books of account and records of licensee covering all transactions relating to the licensee shall be retained by the licensee until at least two (2) years after the expiration or termination of the term for possible inspection by smith.', ""upon expiration of this agreement, tda shall cease all uses of the rights and/or smith's likeness with respect to advertising, endorsing and/or promoting tda, but tda shall be free to continue to distribute and sell its golf instruction related products which incorporate smith's likeness for up to 180 days after the expiration of the term (although tda may not use the rights or smith's likeness to promote or advertise tda or any of tda's non-golf instruction related products when selling the golf instruction related products, nor can tda highlight smith's likeness in its packaging or sales efforts); provided, however, that tda shall have no such right of post-term sales unless tda is not in default of any of its obligations hereunder as of the date of expiration or termination.""]",Post-Termination Services
"[""smith shall have the right to engage an independent accounting firm to examine the licensee's sales information and all other books and records necessary to establish the accuracy and timeliness of the royalty statements required hereunder."", 'all books of account and records of licensee covering all transactions relating to the licensee shall be retained by the licensee until at least two (2) years after the expiration or termination of the term for possible inspection by smith.']",Audit Rights
"[""in no event (including, but not limited to, smith's default hereunder) shall smith be liable to tda (or any entity claiming through tda) for any amount in excess of the amounts actually received by smith hereunder, excluding the reimbursement of expenses."", 'under no circumstances will smith be liable to tda or any other entity for any special, consequential, indirect, exemplary and/or punitive damages, or for loss of good will or business profits.']",Cap On Liability
"[""the sponsor acknowledges that racing has arranged and may arrange in the future for other sponsors for the racing team. racing agrees that, during the term of this agreement, (i) sponsor shall have the right to approve or disapprove any additional sponsor identified by racing, and (ii) unless another proposed sponsor has agreed to pay a sponsorship fee that exceeds the amount paid by sponsor, no other sponsor shall receive any benefit of greater value (including either an equivalent or a more prominent use of another sponsor's name, logo or other identifying information) than the benefits provided to the sponsor hereunder.""]",Most Favored Nation
"['subject to payment by the sponsor of the sponsorship fee provided for herein, during the term of this agreement racing shall cause the racing team to provide for the sponsor\'s benefit all of the benefits customarily associated with the sponsorship of a daytona prototype series racing team and consistent with the benefits provided to the sponsor in 2005 - 2009 (individually, a ""benefit,"" and collectively, the ""benefits""), including but not limited to the following:<omitted>(v) prohibiting the endorsement by racing and any members of racing, including the drivers, of any entities, products or services which are in direct competition or otherwise inconsistent with the sponsor or it products or services, unless such endorsement activity is approved in writing by racing and the sponsor;']",Non-Compete
"['the sponsor shall have the right to terminate this agreement on written notice to racing if any driver, the general manager or any other member of racing<omitted>(iii) disparages the products or services of the sponsor']",Non-Disparagement
"['notwithstanding the provisions of section 1 hereof, the sponsor shall have the right at any time prior to december 31, 2010 to terminate this agreement by giving written notice of such termination to racing.']",Termination For Convenience
['neither party shall assign any of its rights or obligations hereunder without the prior written consent of the other party.'],Anti-Assignment
"['racing represents to the sponsor that the sponsor\'s aggregate obligation hereunder will not exceed the amount of the sponsorship fee set forth in section 3 hereof (or such lesser amount as is payable by the sponsor in the event that this agreement is terminated pursuant to section 14 hereof), plus, if applicable, collection costs that may be reasonably incurred by racing in a legal proceeding to collect all or any part thereof (the ""maximum obligation"").']",Cap On Liability
"[""racing shall obtain and maintain, at racing's expense, comprehensive automobile liability insurance covering all owned, non-owned and hired vehicles used by racing in the business with limits of not less than $5,000,000 per occurrence combined single limit for personal injury and property damage, including all statutory coverage for all states of operation."", 'racing shall provide the sponsor with a certificate of insurance evidence compliance with the insurance requirements set forth above. certificates shall provide that ""gainsco inc. and all related entities"" shall be named as additional insureds on all liability policies, stating that such insurance is primary in coverage to any other insurance which may be available to the sponsor, and providing at least thirty (30) days\' prior written notice to the sponsor of termination, cancellation, modification or material change to the policy.', 'by requiring insurance herein, the sponsor does not represent that coverage limits will necessarily be adequate to protect racing.', 'racing shall provide the sponsor a certificate of insurance evidencing ""gainsco inc. and all related entities"" as additional insureds, stating that such insurance is primary in coverage to any other insurance which may be available the sponsor, and providing at least thirty (30) days\' prior written notice to the sponsor of cancellation, modification or material change to the policy.', ""all policies of insurance procured by racing herein shall be written as primary policies, not contributing with or in excess of coverage that the sponsor may carry. if racing's liability policies do not contain the standard separation of insureds provision, or a substantially similar clause, they shall be endorsed to provide cross-liability coverage."", 'racing shall also provide comprehensive (fire and theft) and collision insurance on each vehicle used in the business.', ""racing shall obtain and maintain pursuant to the terms of this agreement, at its sole expense, the following types of insurance coverage, with minimum limits as set forth below:\n\n(i) commercial general liability covering liability arising from premises, operations, independent contractors, personal and advertising injury and contractual liability—$5,000,000 each occurrence. 3\n\n\n\n\n\n(ii) racing owners' sponsors (spectators) legal liability including participant legal liability—$5,000,000 each occurrence.\n\n(iii) business automobile liability covering all owned, hired and non-owned vehicles—$5,000,000 each occurrence, including statutory coverages for all states of operations.\n\n(iv) workers compensation—statutory limits for all states of operation.\n\n(v) employers liability—$5,000,000 each employee for bodily injury by accident and $500,000 each employee for bodily injury by disease."", ""racing shall obtain and maintain pursuant to the terms of this agreement, at its sole expense, the following types of insurance coverage, with minimum limits as set forth below:\n\n(i) commercial general liability covering liability arising from premises, operations, independent contractors, personal and advertising injury and contractual liability—$5,000,000 each occurrence.<omitted>(ii) racing owners' sponsors (spectators) legal liability including participant legal liability—$5,000,000 each occurrence.\n\n(iii) business automobile liability covering all owned, hired and non-owned vehicles—$5,000,000 each occurrence, including statutory coverages for all states of operations.\n\n(iv) workers compensation—statutory limits for all states of operation.\n\n(v) employers liability—$5,000,000 each employee for bodily injury by accident and $500,000 each employee for bodily injury by disease.""]",Insurance
"['iso may terminate this agreement prior to its expiration for cause upon prior written notice to servicers as follows:<omitted>(j) at any time upon one hundred eighty (180) days prior written notice to the servicers with no penalty.', 'servicers may terminate this agreement prior to its expiration for cause upon prior written notice to iso as follows:<omitted>(k) upon the termination of the service agreement for any reason with one hundred eighty (180) days prior written notice to iso;']",Termination For Convenience
"['in addition, iso shall provide written notice to servicers within three (3) business days of any change of control of iso.', 'servicers may terminate this agreement prior to its expiration for cause upon prior written notice to iso as follows:<omitted>(l) upon a change of control of iso with one hundred eighty (180) days prior written notice to iso, unless the servicers had previously consented to such change in control.']",Change Of Control
"[""servicers may terminate this agreement prior to its expiration for cause upon prior written notice to iso as follows:<omitted>(g) upon an assignment of this agreement by iso without servicers' prior written consent;"", ""except as expressly set forth herein, iso shall not subcontract, assign, license or in any other manner extend or transfer to any third party any right or obligation iso has with respect to servicers' program."", 'except as expressly set forth herein, iso shall not assign or otherwise transfer this agreement or any of its rights or obligations hereunder, by operation of law or otherwise, or contract with any third party (other than the third parties named herein) to perform any of its responsibilities or obligations relating to this agreement without the prior written consent of servicers, which consent will not be unreasonably withheld.', ""iso may terminate this agreement prior to its expiration for cause upon prior written notice to servicers as follows:<omitted>(f) upon an assignment of this agreement by servicers without iso's prior written consent;""]",Anti-Assignment
"['iso agrees that the initial amount of the offset account will be $[***] and, thereafter, the offset account will, at all times, maintain collected funds in an amount at least equal to the amount then due servicers hereunder (which shall be referred to herein as the ""minimum balance"").']",Minimum Commitment
"[""iso will, at any and all reasonable times, permit servicers' employees, agents, attorneys, auditors, or bank regulators to inspect iso's place of business to audit its operations for compliance with all rules, laws, regulations, and directives of any governmental regulatory agency or bank card association, all at servicers' expense."", 'iso shall make available (whether through public filings or directly) servicers with annual audited financial statements prepared by an independent auditing firm within 90 days of the end of each fiscal year (and shall make available to servicers quarterly financial statements upon request of servicers).', ""iso will, at any and all reasonable times, permit servicers' employees, agents and/or auditors to inspect iso's books and records at servicers' expense prior request and notice and if for a particular need.""]",Audit Rights
"['notwithstanding anything in this agreement to the contrary, in no event shall any party hereto, their respective affiliates or any of their respective directors, officers, employees, agents or subcontractors, be liable under any theory of tort, contract, strict liability or other legal theory for lost profits, lost revenues, lost business opportunities, exemplary, punitive, special, incidental, indirect or consequential damages, each of which is hereby excluded by agreement of the parties, regardless of whether the damages were foreseeable or whether any party or any entity has been advised of the possibility of the damages.', ""notwithstanding anything in this agreement to the contrary, the cumulative liability of each of servicers and iso for all losses, claims, suits, controversies, breaches or damages arising out of or related to this agreement<omitted>regardless of the form of action or legal theory relating to events in any one processing year shall not exceed [***] [***] times the amount of clearing/sponsorship fees paid to servicers by iso pursuant to this agreement during the immediately preceding [***] [***] full months; provided, however, that this limitation shall not apply to either party's obligation to indemnify the other for credit/fraud losses or losses arising from or related to the indemnifying party's (or its agents, representatives, merchants, other msp's or ic's) failure to comply with rules.""]",Cap On Liability
['iso agrees to never contest the ownership of these marks and visa and/or mastercard may at any time immediately and without advance notice prohibit iso from using their respective marks.'],Covenant Not To Sue
"['this agreement may not be assigned by any party or by operation of law or otherwise without the prior written consent of each of the other parties.', 'any attempted assignment in violation of this section shall be null and void.']",Anti-Assignment
"['notwithstanding the above, intuit may include editorial content or tools about or from a client competitor and include client competitors in directory listings.']",Competitive Restriction Exception
"['throughout the term intuit will not place, and will not allow any party acting on its behalf to place, any graphic, link or other form of advertising or media on any page of the quicken.com site and/or on any page on the aol.com personal finance site (other than the channel home page), which markets or promotes any electronic postage product, postage meter\n\n\n\n\n\n and/or service (""postage products"") offered by a client competitor.', 'if intuit elects to provide advertising, sponsorship or other ------- promotional space on all or any portion of the intuit sites for a client competitor, intuit agrees to negotiate with client in good faith regarding such promotional opportunity.']",Non-Compete
"['if intuit elects to provide advertising, sponsorship or other ------- promotional space on all or any portion of the intuit sites for a client competitor, intuit agrees to negotiate with client in good faith regarding such promotional opportunity.', 'in the event the parties fail to reach agreement within ten (10) business days following the commencement of such good faith negotiations (or such later date as the parties may agree to), intuit may offer the opportunity to any third party on terms and conditions no less favorable then those offered to client.']",Rofr/Rofo/Rofn
"[""neither party may assign this agreement, in whole or in part, ---------- without the other party's written consent (which will not be unreasonably\n\n\n\n\n\n withheld or delayed); provided however, that either party may assign its rights and obligations hereunder in the event of a sale of all, or substantially all of such party's assets related to this agreement, whether by merger, reorganization, operation of law or otherwise, or (2) either party's assignment and/or delegation of its rights and responsibilities hereunder to a wholly-owned subsidiary or joint venture in which the assigning party holds an interest."", 'any attempt to assign this agreement other than as permitted above will be null and void.']",Anti-Assignment
"['separate and apart from the fees in subsection 10.1 above, at such time as client has acquired [***] new customers (the --- ""minimum customer number"") client will pay intuit [***] of the net --- transaction revenues it receives from each new customer acquired by client above the minimum customer number (""transaction fee"").']",Revenue/Profit Sharing
"['if intuit fails to deliver such impressions during the twelve (12) month period following the launch date, intuit agrees to run such promotions in equivalent areas and placement, as mutually agreed upon by the parties, until such impressions have been delivered.', 'intuit will place a sponsor client graphic consisting of ---------------- a minimum of 234x60 pixels, with a mutually agreed upon text in two (2) mutually agreed upon, small business email newsletters sent by intuit, to all its registered small business users who have elected to receive such newsletter (""small business newsletters"").']",Minimum Commitment
"['each party hereby grants to the other a non-exclusive, limited ------- license to use its trademarks, service marks or trade names only as specifically described in this agreement.']",License Grant
['the audit rights set forth herein shall continue for one (1) year following the termination of this agreement for any reason.'],Post-Termination Services
"[""intuit may, upon no less than thirty (30) days prior written notice to client, cause an independent certified public accountant to inspect all relevant records of client upon which the calculation of such payments are based during client's normal business hours."", 'the audit rights set forth herein shall continue for one (1) year following the termination of this agreement for any reason.', 'no such audit may occur more than once a year during the term.', ""client may, upon no less than thirty (30) days prior written notice to intuit, cause an independent certified public accountant to inspect all relevant records of intuit upon which the calculation of impressions under the usage reports are based during client's normal business hours.""]",Audit Rights
"['the liability of either party for damages or alleged damages hereunder (except under sections 15 and 16), whether in contract, tort or any other legal theory, is limited to, and will not exceed, the amounts to be paid by client to intuit hereunder.', 'except under sections 15 and 16, in no event will either party be liable to the other for any special, incidental or consequential damages, whether<omitted>based on breach of contract, tort (including negligence) or otherwise, whether or not that party has been advised of the possibility of such damage.']",Uncapped Liability
"['the liability of either party for damages or alleged damages hereunder (except under sections 15 and 16), whether in contract, tort or any other legal theory, is limited to, and will not exceed, the amounts to be paid by client to intuit hereunder.', 'except under sections 15 and 16, in no event will either party be liable to the other for any special, incidental or consequential damages, whether<omitted>based on breach of contract, tort (including negligence) or otherwise, whether or not that party has been advised of the possibility of such damage.']",Cap On Liability
"['provided however, that forty niners sc shall be permitted to enter into a sponsorship agreement with any party that enters into a naming rights agreement with scsa for the stadium, provided that if scsa enters into a naming rights agreement for the stadium with a party that is in the products and services category, sponsor may immediately terminate this agreement and receive a pro rated refund of any amounts paid by sponsor for the unexpired contract year in which the termination occurs.', 'sponsor acknowledges and agrees that, notwithstanding the grant of exclusivity set forth in this section 4, team shall have the right to solicit and enter into sponsorships with other parties that are not known primarily or exclusively as suppliers or providers of any product or service within the product and services category.']",Competitive Restriction Exception
"['without limiting section 4(a) above, the parties agree that *** are, at the effective date, primarily or exclusively known as suppliers or providers in the product and services category. accordingly, forty niners sc shall not solicit or enter into sponsorships with such parties.', 'sponsor shall receive exclusive branding and entitlement at the stadium at (i) a ticketed entryway for the suite tower guests (currently referred to as ""suite tower gate f""); (ii) an open communal space in front of the suite tower (currently referred to as the ""suite tower plaza""); (iii) first floor welcome lobby of suite tower and individual suite corridors (currently referred to as the ""suite tower atrium""); and (iv) an on\xadsite meeting space (currently referred to as the ""executive briefing center"") located adjacent to the suite described below and forty niners sc will provide a *** credit towards buildout of the executive briefing center.', 'forty niners sc shall not enter into a sponsorship agreement with a party with respect to the product and services category, provided however, that forty niners sc shall be permitted to enter into a sponsorship agreement with any party that enters into a naming rights agreement with scsa for the stadium, provided that if scsa enters into a naming rights agreement for the stadium with a party that is in the products and services category, sponsor may immediately terminate this agreement and receive a pro rated refund of any amounts paid by sponsor for the unexpired contract year in which the termination occurs.', 'forty niners sc acknowledges and agrees that, except as otherwise provided herein, the rights granted to sponsor herein are exclusive to sponsor within the product and services category with respect to forty niners sc at the stadium.']",Exclusivity
"[""either party shall have the right to immediately terminate this agreement in the event the other party, in such party's reasonable discretion, engages in illegal, indecent, immoral, harmful or scandalous behavior or activities that may directly or indirectly damage such party's reputation or goodwill or violates any rules or regulations of team or the national football league or if this would otherwise violate league policy or directive.""]",Non-Disparagement
"['sponsor shall have the opportunity to purchase the same seating package for the postseason at prevailing prices, as available:\n\n(i) *** with access to the ""west legacy club;""\n\n(ii) *** on the 100 level with access to the ""champions"" and ""broadcast"" clubs;\n\n(iii) *** on the 200 level with access to the ""loft"" club;', 'sponsor shall have the opportunity to purchase the suite for the postseason at prevailing prices, as available.']",Rofr/Rofo/Rofn
